,0,1,2
117,61e3f07314e47e8c6fb97efc39fa26dd1589e429c46f9faa4c8ddcc0f2d450a0,1465355469,1256
118,0cf1a7b91496a68d2d53e6339090ac1ed6483357b6acb02bb308a2d3059f4d78,1465375386,1257
119,85366b82baac0c892c2d5f925852538ca74dae4d263fa8a209cdbab602e012be,1465375386,1701
120,c44ad6ba70bedb57848c987724680ab717d6b88b0592ed63525ee428a6b6b0c0,1465426303,1110
121,9c3e9a867ad0920bfdfe2a1709a23a858a497147b89889030e20aae5c0796449,1465427487,1258
122,49ebe853bba74e3f510df98888100e057caf63998cc8694ed9ab5ce567caa233,1465444452,1257
123,b10efe241ee86d7988a5fc083de75e4cdbaf0f2fbb48716040e6a2c201af3188,1465530792,1256
124,c36cc4762fdb6fef23c7c8b173dd34c90c05c2c4c5b46ebcf9e9ad22fba122c0,1466127908,226
125,1a463c5b5c3cb123b845da80567f1a3e64d2773ba3f1b87c150fdabe7d6ba815,1485637640,257
126,d6117b846bf41e90e0f23eed6c9085e275e1ad3bb90316ced2214d3056227899,1487486604,258
127,97b1a104375286d5d25e905e7f3941cae24f59bff29825c25815ae0c6610f45b,1487486604,436
128,b9152443342089f3a09e0a089553e9372d6b5299cf33afc3cf0d51318eba2c56,1487970722,258
129,08df38f6e372fce229c48e7ecc1b028056a3b9fbace380c9e7834d7b93558a78,1487970722,258
130,4d33b79a1fbeb5c83c49b882d7b6264a23f21948ab9e283c0276a75515cff46e,1487973514,257
131,afcd40b5ef0659ebd303eec572b7d86191c6494a2c1c0313234cc2b87255e9ce,1487979302,258
132,5c2a7ea400ed109106b9172898bd8776f25e813ba24f2760e03edc6e9c468491,1487979302,258
133,542e1d4a05a4584959f7f4844038fc49dc7c2542a1775b35a88029e98a7ae03f,1488020546,258
134,0494f29ac8d02fda24258d0f7e2a9fa373357065eadf1b6809ccbde69d877d82,1488020546,257
135,aecbcefcc71884bee144c6896e93f39e6cef08d3fec85c972cddf0b683bd7423,1488052045,258
136,44c6b043d7704c6de6838c1b03694dbcebccf639d14a5c01847dbac9efb6af03,1488053227,257
137,51168539818d553ee72d72e13a340736a7544435cc415510265087ef9c70b5df,1488054787,258
138,7942cc5746009c20e44483f04c3e4faa3789b3378f750a5508da6e43940722ac,1488054787,257
139,8d17ce54efe918670fac26a373eb542de0cd3173beb006c66f1487ccd4b2ce75,1488158731,258
140,27a48bada13e54facb8abc469718e1076040786a8f7f53b54607870f19e196c3,1488158731,257
141,74151127f80fcb19723a1baa0f8ad2ee9be31fa6a063653d1ced4a27480dd68f,1488240258,257
142,9ed3ac214fde1ac1f8b1a0e5074d2a5d16e72a3c8cdddb2755dd73f62fc7e54c,1488242028,258
143,535dcd448394adbc199f03cdd68eb351483e8ababce7f9ca4172958a35953932,1488242028,258
144,cfed0c152043e6c69a163f8a01a968a8bf17aea747f0220c60475c3c919c22a4,1488263255,258
145,78d87c9608d6081873b542b300e82e0cbe905af33d7cfafe0560daefab23b993,1488263255,437
146,cef8468ee59c1e60d934678091a5fe2b2494b8929d274e2a89e4911215ce9f19,1488263408,437
147,7e06c85cc8911685c036b4c3166170a2a38fa47b7e76fe4075a05f20cbcf22d8,1488551363,258
148,c37df142178953ce75bb9b983121b1c20761d8ce61adcd42c2be24fbf2139687,1488551539,438
149,a19470be7f6eda4cd8f2a9e5c7227c1d5f06f3ad753ab25c929f90a5148d4dbf,1489614241,257
150,d36f333478ff5f6f057fc7d6c91f2dbc667c8e941848e18a14ea195c83b6cb74,1490333527,257
151,bec97685c81f979b2101d5ac513d620f27f7a5713904fe4c928d5f60d66f09d6,1490333657,257
152,5c597cfe31c0b6546359d70e599751977bb3ab0ec4bd22d5300fb121a1a08d13,1490335701,258
153,44f43ec915f20be3b7bb135e6818f61fa3a431352230961cf37991ea8b468931,1490339884,796
154,3b0756fbac325fdfd3d0862c7690b3bdf4f255ed89083d3b011984dc9316b419,1494883516,224
155,090a7920de48323b6f61c8303f42eb9502e230df0317af3488ca653f15f7d1fa,1496526503,257
156,70152dc5370bdf299fb50f018bd4d8b7530801cac769484f3c79cb683e5af313,1496526503,224
157,726bae48b2578c826ac429c914a4e18f1eebb25bbfd51c61628041183eb18338,1499078271,258
158,2459795a531d6ea8f18d64fff033001df44df8322fe0203661c283f689105aa5,1499078810,224
159,afc685513fc290e8f93dd190530c81b61d4bc7005923261b54b3337bdd98a964,1499419119,224
160,cc3f954505a7fc643f3adbcc68737fb8bc3f1690f8668307b5984a38db5cbfd0,1513775298,258
161,7bda39e06aee15e06d55813a43f6ee685d842b8f1bd9d9e930ad569b3b39231f,1514382681,224
162,6a3ba261f8d0c98f0d41aef1b1f43684b428e8a806b08bea203e02dc7ae0c86f,1495850468,224
163,a802488a8ca565d252da11a8a8308f1a863f3325c1336c19a2df279ea984bf19,1489014928,192
164,f04b83e001890144cc4432892b6df43a8c94a702d06173a925bce4f3c4ad14e2,1492582712,226
165,636bba4b859250612c05c5e3edf94dcf54cdf1eef178f37fc1ddd46594539fd4,1474797267,189
166,2efe9db25f8326c607d1956bb7c2ff8b966b750e9ecc65aa5283c0ebf3a44371,1475000662,372
167,64990893a7c8df205816443c1d6f6f22152e928ace6c66d004a625828f3583c1,1475402229,225
168,0559fe380b03e71aaf35491ac2b97f2bdea2ba8bbc3ceb611bb3459d1bf894f1,1475807430,189
169,969d213a961f6662f2047b1112a40bd2598f04e5bbac98a8e725557eac361640,1476505002,223
170,5b1437cf02b63856c039a078dae35fb78fbb365162059b5a05832c263fe17be2,1476948164,223
171,8532e3dbf1151d94d532ef3642dc0a361a5bb977608953ecf1a4d1df141e91ae,1477178923,189
172,e915df0dcaaea4946f2387ed4798ffd7c3842da482e908666215c6648290ee9c,1477486276,225
173,7ddf1503d6f23c2f358d0b09f9c95b7ec4ae9ae30f32519a42b7afc5cc36a862,1477539318,189
174,1abaf36eb2647e8ed7828b91378d62e4cc8479fef06c2f7f1ccf05238752adc2,1477635575,223
175,5555dcff645d3741aff24292652792405e99808413215c82ce66fa6994edc700,1478844234,226
176,285863a51309a44703698b49ddc96d754f90b8e8f47296ba90d0fea06cb6262c,1479006386,190
177,3724727fdc9e9e55d0d82d70be11b209596e71c0b70a5aa7da76a471976abf4d,1479176092,226
178,2284aadc1252090e8c256c784e739d588641e6d996240a0b9afb1dea181c396b,1479273664,225
179,03e1c0dc4918589f86cf1b21e7b5a648cf487f20a0de80898aa7833c9fb5fbcc,1479698855,226
180,61c2a1dbe6aae335fc59dc1d3ea10f8c2e497f1023ef6bf7c3468c248370f48c,1479814710,225
181,4f9a883e2b375c929042ef8df137a6b13dd4cbe222f99f2dc286a1fb1d020c94,1480309049,224
182,d6fd38da72448ab464624bf1e923ca2208cf1ac485ef59c19e06b9a158014074,1480391860,189
183,580cb3da068b1c5804df25cea4262e12f3ebfda92c9bd113543f595844823b5f,1480814086,225
184,1c3846c16d080d25c1098e98c9b32b79148c19ee9b0c5dfd0453eceec393f8d7,1480835905,226
185,a56fddd054005136686363ebc02cb37d39286290432dcba207137668f4e48bdd,1480835905,337
186,1efec72426b3f35610d753dc2b28634b86cd4ed35a7d2f9504501b4466966ef6,1481103420,224
187,31aba0ab381fb298a1cc98365c86cbe439a7e5c51a0343fa93bba5289154c5c3,1482653433,226
188,fb2c76eb67a4b3ca64c44737c8623eac66ca1367b3668dfea881a752de402940,1487330882,189
189,76f96b02d187f4a98ce64a6e4c2baefe8a7aadf9807f9e1dd429413e5bd94250,1487840600,226
190,7869fd5546b1079eba8230bce8cfdfac45f64c56c3712c3896f9f63e36361111,1488947276,223
191,cb5e2c6d51727d07979655b4e2add6ca147c6aa58de624ef6b612c1c1d81f9ed,1488956636,223
192,89aaeaf0aef7bc32d5481a87d86ea0e9494860639e06d4ecf60767f13cc81b05,1492923341,1371
193,698414b131758bf1907d8444a3b59a670d3e0063990e2032746a4e49794528ec,1483973786,225
194,c838007de8bc339e615e70b4d81f73f896eece78cd62c9c93e1ebb5b4486f768,1487494249,486
195,b0c4554de7201f47da869ed1da2cd05a1604acb13298347f43c10f7919111fbf,1487595773,225
196,c698ed59f72dd26ba008e195e0b0f36b92799cec3ee7daf9dac47be269071e84,1483925811,192
197,8880face2e2fa595bc0bf45ecb625bc34b8394c48f78efb1ba2f8e3ae4b5b41f,1484078358,192
198,d4b5c06162fac854fd24961289161afd7f16c49bc1953d51ad6cfe0c2da661be,1490789833,225
199,b20884a929dbd51b5d2308c78745daa4c2cfc1861cf07eb014d9aeb93633c560,1519011240,224
200,eb9eee4c259d0d629fe99545d832a2c7a1a287d2c5c2b92d5f66aef353655ce7,1519163252,190
201,a028bb2d4c795cb8a8fd2f03285934fba8747fa84296fb7711dcda179b21cc4c,1501702755,7600
202,8def6458a46234ab0e040602e7852ff5cf58650f3f1102803b1d4bca4cc293a1,1501705700,11397
203,96f367d6f68e97d78cba58c82dbc7f97f825331c0b574f9ee6b5abbfbb379227,1500427923,225
204,805dc799a5bb08c52a6bf36e7248bec007b27e7d9b3cb91e3b1af25372d2df94,1500492520,1814
205,409803bb5e124fd028c0482027c7722e84ce55b78204b279d3a44aba5e7c1698,1501705700,5388
206,35e5d5fe8c8128cfa6884f56be5817e4138c58c91b79d78d3e78a8d365b9d8a7,1501706494,11256
207,ef0ac1c130740138805bfb7cd605456e440266db1fd85ae5b4a852a7172fcf2f,1501706494,10522
208,d17829f8097ed86fa2e961b5ccefc51877673f649196621bf90e03f42f1e9ab8,1501706494,6129
209,9466c963408085b846657bcee026d97e0fbae39b332ba8c7a7d775bef7c2a283,1500492394,1259
210,805dc799a5bb08c52a6bf36e7248bec007b27e7d9b3cb91e3b1af25372d2df94,1500492520,1814
211,d66bcc865c5a1fffe13873bcf9bf4529e1f9a3b43fb1785c02d9825598c5ef58,1472862473,225
212,f2add4d487a2d3b586ddb3475e0c34908e06eb325948d24c7ab314f7fdf7f359,1485497111,226
213,d3807048fb69baa5430bfeecdb33ce8ee9040b8de26a2ec9c4c9937bcaff92a6,1485497635,666
214,bab64152c46c8aacc765571965c02ccd7eef409ce999fa0eb91a946f133fbf8a,1481321961,962
215,9b46c20f3ee70005a9cb067188a06bf9ef808e8ac2ec801bb24551de7d3c1789,1481577792,373
216,bab64152c46c8aacc765571965c02ccd7eef409ce999fa0eb91a946f133fbf8a,1481321961,962
217,6572c64530a72711eab4d9e7fc0fa853f5735c06dd9e90c840cd77b95a85bbdf,1489217442,225
218,156162a0d992eaf8baaa5310dad6cd4dd1114ded1b804bccce05bdb8dc1aca54,1489221249,374
219,9bbdc2c99953f1786fe55b1aa673f2049bf3927ccb9aad9eed96f62b5f03d75a,1483694086,372
220,ce0a59a89981042ead0d01025f8fa5fba28a3a9c1430e4a919b2730c6ffb524c,1499299209,225
221,f698ce404f1a51cccd048b3fc15f6635702f7c1501578e731efc450d00995408,1479080362,226
222,aad14f70f64b655e902cafa31a360132bcaca797fa6f4754233918e75265e683,1479094229,373
223,03d9a5f504cd3b632cf82edfe5faf8fffd6f5bf979b4756c1940ad0eb02b4c21,1490962401,373
224,834a69fe58e0ede9f231be56ca4dd85ff41e65eb150689bc66aef0af438d0e08,1482650938,225
225,a7012fd2a1f73967971408c2223f3771d0e2f245b2f3485eee7f4a6b08cc9511,1481221567,373
226,c63d1019059a707b8ca0342158976b223aef16ff1faca4697e21d9a2a1b036b0,1481222999,374
227,b755dd2374a437d6c28e3c72e72befb54745c78db8a41633f7c710608641e040,1482728458,519
228,b7a5d9147bd9d237cccc78012351b471604771a63a8b4aeafddf616c53f48e62,1478924061,226
229,e1fb221682ef4ccda73868d6573932632472f8776d5aaac6808812ebdd39b2ff,1478928025,372
230,8d1e71a6273ac4996b6049a8ee8dc272f24f0226057cd572a6637cf70a34f894,1496738318,374
231,2c277ddcb08495015d91fa3c7b1939d47f49dbc5d6cf62210cfd34a4034c0ae6,1485915318,225
232,1eb0f3809f68328e11a2451fb0da59f566ae846eb1456694bb626196ecaed46d,1486539533,374
233,bab64152c46c8aacc765571965c02ccd7eef409ce999fa0eb91a946f133fbf8a,1481321961,962
234,a62e3930917ad3d02c6617a3c754d5c9b42fbf81233d05d52acd0ac22db93433,1481577362,373
235,37aaac330804147c6324a866ac7b133d9d87dd720c825ff45866477bb78fc46b,1467329521,226
236,eb1ab2818070b8c10219afd7cb24176155ad3b5c22ff1bb684ab90e39e8154e7,1467331263,668
237,165a9ac8da2cfb934ef2ea1ac64b4d7ff641855e3f2dacf7d80194c98e0d3236,1474676563,1112
238,2067a5a40135d6b50ef15723a679802724e18a336879613e042c2b636f844ae3,1474796950,372
239,298748f9d2142f9b01a160a9cb2f5492d87f5e83130d2ca51a02bf95dde939c1,1497950519,372
240,c6a2274d591430810447bd1e5af875e5c9903d4cf1ab28b33d0bc487a9987e60,1497961183,373
241,43f1620f5423ad93f27b30d337687460b809847fbb69600a2ccb884418a25631,1476227926,5237
242,a7fb01efd0ed38e8430206078ffc7701752b7d58c1e4f7da4f0377b882ec4108,1468845561,3616
243,2ba05a3dca3dce75756134741141b8e4ab883aa38b77c0ac13975286efceee2f,1473489912,12030
244,c79a1b838288d4be537d2198cdd4f75f583ec53176266d1e78fca06ebc27e092,1476152149,2884
245,03b457265db9660fba9bc8cf2ea70fe843b1ded301eeba88f32756d18043f5ef,1459989056,2732
246,332c34924301e89eb65e9c47d2374394b76d61618176b81327a03eb3da164d0a,1462322485,8334
247,0e007e0972fc0299342c6698e172c4ec3c87e8c64bf90563972fe0c7ce16012a,1460979307,2586
248,0c3fe0ca7ca8d950566a4aea59c59e458fe491aac5c6551ec09c4edff944469b,1474447650,1406
249,1ca0968a63f3cf017c792facc7122d00dc8125d9a8c619624012b29a91eb5faf,1470533255,6565
250,b0840d3590bf2eda2c34c0feb17ab2ad08b9aa6c14ec1f39dd50b258149e6499,1472524743,962
251,ea4e270d159085ad067aa2a3b48880ae88bcf0e36c9196a1fd4d49fae7bcf29d,1475835574,9959
252,ffac37ebc1173116fc5a3746a8d4e5770275fe3a53eac95e684b5d2adffde5f2,1475134522,8494
253,ffac37ebc1173116fc5a3746a8d4e5770275fe3a53eac95e684b5d2adffde5f2,1475134522,8494
254,654a3c3425e123f3448f620b15fe6ded93a292c3ccc950aecf43a3b5521da317,1474835994,7010
255,0fddff6208420b42fcb3559c22d1b10a4efe71fafe623ce3fd39a41b4ce876ad,1462850953,7603
256,f3d279f450b935a96c7a0b86a390f91a0639a211fd8e4a4e9fa7187b2f5bc67f,1474337660,3467
257,e249770d180ec33cd11789a01b2fbfb0af6051c6ae8b0142f33e4c74bbf2a444,1462144946,7455
258,6c98c8be7585189628abf03d8a295609a2d4f49f4fc67189bb91b3faf28f32e2,1470791306,5393
259,57418165fc88cdc6e787d04a944f8e7d30d930339d55df2badef4320555c6636,1472856303,7159
260,ffac37ebc1173116fc5a3746a8d4e5770275fe3a53eac95e684b5d2adffde5f2,1475134522,8494
261,6c98c8be7585189628abf03d8a295609a2d4f49f4fc67189bb91b3faf28f32e2,1470791306,5393
262,3031bb24f70792de1f0851acc5ec660c1ac1b8b030105a3183af92e8baf73827,1473034121,7010
263,18068174c3a803acb531e7b3fb4fb6285e83435d121e04026bb0691d498073a6,1463027699,7304
264,f89400a976ed8b5903a65481d038c13b88c40c16a971996f3ee6e588295e909c,1470808128,8043
265,c4b27785e15906b163ea3471cc74890f6b051f2d3877519f52a325ec0fbe4a5b,1468467714,6125
266,6de43dc50b551d502e3d1381a43a47387001ad553877bc44edf72433a6c621c8,1466711423,3469
267,18068174c3a803acb531e7b3fb4fb6285e83435d121e04026bb0691d498073a6,1463027699,7304
268,e249770d180ec33cd11789a01b2fbfb0af6051c6ae8b0142f33e4c74bbf2a444,1462144946,7455
269,1d51ece975668af9d750fc23848811e60113052f543e90e1964991cce9ff4e37,1471474927,7007
