tran_id,trans_time,total_amount,nin,nout,vout_weights
4bb7d81aa2989bfb17f13f135a93ce201e9694736a95d496805687a5a95bd215,1486469628,226,1,2,0.7000093334577794
a5d2b9e4f5d00dd302fbff963c6e4c952e9c8a608579c2d20ae0ce46ab0933e2,1488905724,224,1,2,0.9691133552304592
86e5873011222747f4763ce747f7483b1ea9788f9409c3fbed4d4d7ff9da21d5,1492536532,226,1,2,0.666758079199325
7e78f44e80c9845028b0ed9ebdbb8466a1d3fd527e250c977aaf08fe52657b96,1493104311,224,1,2,0.9721307756991325
d6705f5d7ddb096c5653ea7595cfb3419ce80a4d007e6550afc42bb675b38b8f,1487326221,226,1,2,0.7777749876192889
286694ca070953cedc930ca7b1150b1e45db5ff32bcb74a197c313fafde89f9d,1488279290,224,1,2,0.910607979114556
f9877c814b186b0d6516b3b946d99bdf46a9373ec679027af0a3bdbc5ea97ce4,1489075466,223,1,2,0.911026311388104
a54c3231068192862235487a713f9d3fb6176330bc423ba05f135502f3293aa7,1489404286,224,1,2,0.931351636629319
64686de6d2ddce2b3f2b6971b32b3d680328452cc53ed1fa461e78d8ee96cb49,1490614992,374,2,2,0.7500875352153596
f77b87da26edf52d471bec14f66a9805dc0803f2a414a29e9efe9e575d037992,1490683424,226,1,2,0.9984346169280994
1587d4adc300005a5b126ffab8211a27667e05669c9f860461acad04954583c1,1490687749,223,1,2,0.905879709765679
35cd54d032457848b21e06356ff7a119b7ae0a614273cc48d0972ff87d3edc73,1490968805,374,2,2,0.9993191638536666
a2f4a6d98907110658c288f4176e021a5b74a3fb46bb15979470b0aa246b2aec,1491126404,373,2,2,0.9933054194644356
af1c04d0ff8fd2bf6e8ec8b555cb792a0baf60dd2e2a0edb52ca9b8553abfaed,1477042002,225,1,2,0.9967301251513012
c8b71d723abc10bfc3ce0a6de9005565636a25174d6f23f0fc5e5a0cf1ec792e,1477468902,372,2,2,0.6666943715216611
3894f9d31b96aba7007660357bf8357ca10d3defd4a575e5c7c444518c91bb18,1478146185,224,1,2,0.6773085156779383
345e972b537401e3b1f0330653e8d309bde1b746af2169b1f7d8fbd65962ab63,1481712217,223,1,2,0.6349263705845017
ec0fc5648eb0ee1bc7cb860ec979233865039f65166cb95f70efa80034afc190,1476073266,224,1,2,0.8973938508111291
6fe02f71a21c1ac31a7266e5cab3fb423eac43c3d9f82649aa982c618e524953,1477286055,225,1,2,0.6999966099616926
288b54b464a470b6666374438193f626086365ddfa9f432d4d3f3d18f152be4a,1477630163,226,1,2,0.5000056500638457
8350c5aa725d2b7eb60ec3e2e658087e8d978a5df031642f8cf5f8a854aa1c04,1478230232,226,1,2,0.6999966099616926
6be8254f90591a905e26e934ee7c8a6598f5170222178647de7457d263e08564,1478589744,223,1,2,0.9701026660599439
91ca6ff036f690f1af3518ab8c18420daea452819fa1d75aa7169e36633aebb8,1478961320,223,1,2,0.895631831076508
916b2b11ed031a0833f8ae8f38e3e74425935da5e064214cc4b91fd6f34e0a04,1479193099,225,1,2,0.6999966099616926
f43d79e304987f05d40bd7a2fde6cd3832d70d27ecf0b1d21cee7f9d1596fd28,1479456856,226,1,2,0.6999966099616926
397df01b9ba717be0a5dc44488ba05e0f350e49fb56f1b7cd9562c8b76300c3e,1481282367,225,1,2,0.5000056500638457
f9506cc4d55765a847b640619fe18362a7072430d2ee94cbab480def38bd1d83,1481547764,225,1,2,0.5000056500638457
446ff4c06da05e57f5e175962ebdb086bc44ebba9be5521ab71695eea38a8ba3,1482138178,226,1,2,0.9944947377905371
b52535312abbf027801d179672721c97c4a84edfa593fb648ed5e50ffd489378,1483335779,225,1,2,0.5000056500638457
e2a4f1aac5d8576639cd3da5ba9d6ff1d249abb2535138bbf2948ad4da94fcb3,1484005606,225,1,2,0.6999966099616926
500292ce2a4234258461868601b4cf6b6be21d8245d05d85ab874d904c184daf,1484228802,224,1,2,0.8960878361837653
87555639ca361a8a8989acb044e0a2106d53135a63ac03ddcdee293fcfd19aa4,1484324512,226,1,2,0.7999977399744617
f18227a1f05ab2c9feb60fa6a5ab63588128320144d68c32fa4e552f0e1efa17,1485353543,226,1,2,0.7999977399744617
738d4801962acf604611950f861666a0a05796b47570b21588e214341eae71c5,1485961109,225,1,2,0.5000056500638457
726277a1592dafd88729dc61b9639ed297f24b2f0afd94f12cc8bf7575601896,1487273871,225,1,2,0.9903306907368052
32846bded429a1932e3680e5946f00f62a7ddfc9710dc5fe26186c99ef0c96f0,1489163154,223,1,2,0.9140642567967151
285dfda53cd17c96791adf4d8cf81353fd44bc20d6482fa5a2b98ef7ecd87e21,1494503626,226,1,2,0.5000698097454405
207bb380a48550b53468b5b028522118fddf4b56ee2993541adf782adee0bab8,1502638463,223,1,2,0.7414541656774111
460d718c0c0ecfc1f5dd2f4da6e23c521345c938e67397ac0c6753613fe669ee,1502709247,373,2,2,0.793327376326212
67e1607cf4e20eb29b7490122dc9c6f1a19e902011426a6c4772bc809176ade5,1504100593,226,1,2,0.6665429541026388
91d36750764e5fffdbdb9efec4a711b7b0c9741e8b154c38abafb66f5925c1ea,1504105350,226,1,2,0.6669140917947225
baf38d1f204779f4cfe3b317a5c8e0b69a97b08ffbdd47c82bdb7169996dcb65,1507647548,225,1,2,0.5006478577359746
a89553bb884a80e369d492867bfa7246f63ae5c7b607ce4871da188407dbba54,1474973460,373,2,2,0.5172397146197056
6bd800854e2f4dd1b400ce6ad5a0626353c94244f946dd269294e62555672361,1482795888,192,1,1,1.0
dd66934a0f61a9a47795f6ffaffbd8f362b55a56c0f65347bd67c2f655335551,1485140207,226,1,2,0.6225313098494168
2af37e029b2a7d17866f0997bd8b3089e97173e1abf2795ced88862cbf377f49,1486192939,374,2,2,0.5000607823880993
902a6ff04352a2d5434050a5b5c87dc0e6a56186fe9858aae20ea2d8df61e56e,1486621563,226,1,2,0.997339386444836
9a2255f1d84adf53cf4ce736e4bf104cd43af1767142defc87da9d491e6a140e,1487116041,373,2,2,0.9981185465397726
04ebbcee44d606fec4b2a39e7a0fc930a9478407e1f6a6c942f2befbf7c99a35,1468905990,373,2,2,0.8902177111174147
30b303b5a720a9845b63ddad12366b5a145a83c6ee506f4d8bea474515fa8304,1477223577,225,1,2,0.9998960718383813
56d81ded6ab73459ff305766444dd63a659b6226ef528602c966f8c1aa276636,1478523062,225,1,2,0.9972096531598879
795ab2c885d6ce7e119127b79f30cf57c771e5d2dd407deb1dcdcc36fe219691,1478532842,372,2,2,0.9981555040254582
8702b727377aa94faa2e9a69e55337d23d1ab2092675d391e87c3ad0e36ba5f5,1478837791,373,2,2,0.9993718148646124
0ca13dbd88946914145838608a4efe6f4f123557058c7e04c0caf8088a5b47fe,1478852300,226,1,2,0.5103443858071558
d318af24ce343f1c7f39efee505d25f7f2eff24a392e298978356a33a5a6694c,1480388891,226,1,2,0.9993812779121252
401c6a2d5d8e3d8600c16017034ad503f33ca6e48be8c63e59cf133d57fb9601,1480910744,225,1,2,0.999292060587331
72261554c9c2061fd1b38a8891edf6905ca0191598c8133342a665a15a4686f0,1481207949,226,1,2,0.9997481561570304
01c3c0f40b82fcb2443e3aa45abfc45ee9181b544bf965a336c24cac805a9711,1481845342,226,1,2,0.9994826127206464
757e8b085dc10ea60ff6f7445f8b6f65cb5841131b00618d3abd7e3628c5ed12,1481854815,226,1,2,0.9998746905035729
3fd445aa4f7e892489e589b23151e9d500bcf2cc94098cffb99067bd16b50e02,1483541314,226,1,2,0.9991813910286327
d33d114534cedf9c698d89185d09e97c88d2d21cc2e2a04dedf3e7a66516e995,1483637483,226,1,2,0.9999701897537873
2df852ea571e5332da356b3f8767c282f467812905785f94e5b2cacc1d7db745,1483687792,225,1,2,0.9998115229130393
ca7bf8f505601132cf1090941f9aa53d77c61558c1743456300140f0bd8aa206,1465718955,226,1,2,0.6433751977574514
08e23d47b111717652f80b0c09750f55b7222f016db5feeb848007d634f05ba9,1466054867,1846,12,2,0.9970696124091295
35f7c1ec914c7be2e5acbfdf7c9ac1dd42ff423d07016c065d40c7a8dc83622b,1466400454,374,2,2,0.9960324706585434
2cb2aee0926b52f7c9a36c880d9002b97f4b90982c82f906c8d517acc7de145f,1466996322,520,3,2,0.9908294768598711
820f61a1e8613727e4eadf9f997b310a83431ed29c81ab944817b8e815ac96ad,1467420934,522,3,2,0.9896519939952012
40e26bffa1a5124aa35721e1957bd5d02af97706a2c51b4eba9fb30027f37f4c,1469343679,225,1,2,0.9900135328481819
7d87f23781960b8dce7c089eb7bbd2a1280bd7685d7f9b7704480915139cb67a,1470637943,226,1,2,0.6299236406562796
01c457953917468e30c40a195b5a3611dd5547695a6598dfb9ed385f6bf7ebdb,1472588134,223,1,2,0.9872384906865662
aed6e71e341f4ace616bedf419a49fd344c067a08dd593f79746ea3931a64bfa,1473948841,226,1,2,0.6183627884200046
57ad5fad48ac16991d64eff834a581d150eba27763f12c076ecdf40ca74465a8,1475908705,223,1,2,0.9724582206117504
4db2ddb2a369b97bc967af10b2f11f22033aa78fad6a42b2beb69558cd4762ea,1476160860,223,1,2,0.9598440478776888
fc68a51529f530849acff6693c8fe933c189108a686b792fcaa80ba52f6a2af8,1476617989,223,1,2,0.7313199063160781
f670630b0d7f628f067817cbaad2d920941b7166a6303395086b5ba9ff6381ba,1476795411,224,1,2,0.8079536737138473
3c889205d52ddeda72c4627fe30e48445fec1241b7b8ae8ae6b0b94e86da878b,1476795411,371,2,2,0.8307471137249184
68d1460dfa3d8d1253c4066dafff5aa4e6813037f765ce4f17d7e39d75157a9a,1477372410,520,3,2,0.9967099647133381
b0a1fc28954ca79320abd48dfde155ac1a57fb07a6ed52802de4d5b9b64a6bc7,1478746224,225,1,2,0.5999005352730689
01ad3cc05257f6fb6aa0ace92a248959eb9f5220b813d894d9794baaa50013a0,1479194325,226,1,2,0.5999005352730689
ea81440a767767cdddb3112f7b84375b84f1c472db158b3da3eb654d4f58410c,1479824949,226,1,2,0.5007958647883216
e96115073a727c7ea86e59179f44718fe9580c3c8252d8f313fc84ec5cd700d6,1481003477,225,1,2,0.8697017183648557
f2b207b265dfdd4baca2fd20ff009d92e4f3ccbc54529ca94cd3012bb37069e3,1525565601,225,1,2,0.942108207173489
71dde9e342c1f2d763bbf1d4f76ddd6332f7dfa1aaa9d1bb097c0ef2ca2a65f9,1529625918,226,1,2,0.643949054846045
df60121f976612a242704cdcdd5db9ac7a2f7d377e7d996312e7295a56c40f1e,1465082479,964,6,2,0.9999713079661137
bae4a101a1b3175a469f783c18cf75139230851f80e5e5621e11fbdaa6bac1fc,1465192797,1109,7,2,0.9631464426623717
e77182025507202a3466274174d0659ed48039f2df43a2b8065830695021d99a,1465253002,1256,8,2,0.8970310655202512
ac73ea009203b937cbbbf9cc6d7a3eba88379bfeb43096afedd8862151cd69a1,1465289588,1256,8,2,0.9323492091232202
f60da1b303e721e179207a14c67ec90b65f03527c0b50065213c281e540b79c9,1465341900,1551,10,2,0.9984526457498941
61e3f07314e47e8c6fb97efc39fa26dd1589e429c46f9faa4c8ddcc0f2d450a0,1465355469,1256,8,2,0.9615176449498944
0cf1a7b91496a68d2d53e6339090ac1ed6483357b6acb02bb308a2d3059f4d78,1465375386,1257,8,2,0.99794646980027
85366b82baac0c892c2d5f925852538ca74dae4d263fa8a209cdbab602e012be,1465375386,1701,11,2,0.9998279182509793
c44ad6ba70bedb57848c987724680ab717d6b88b0592ed63525ee428a6b6b0c0,1465426303,1110,7,2,0.9303656319951704
9c3e9a867ad0920bfdfe2a1709a23a858a497147b89889030e20aae5c0796449,1465427487,1258,8,2,0.9177650101027333
49ebe853bba74e3f510df98888100e057caf63998cc8694ed9ab5ce567caa233,1465444452,1257,8,2,0.9854776246169844
b10efe241ee86d7988a5fc083de75e4cdbaf0f2fbb48716040e6a2c201af3188,1465530792,1256,8,2,0.9375579723346228
c36cc4762fdb6fef23c7c8b173dd34c90c05c2c4c5b46ebcf9e9ad22fba122c0,1466127908,226,1,2,0.8332913547072098
1a463c5b5c3cb123b845da80567f1a3e64d2773ba3f1b87c150fdabe7d6ba815,1485637640,257,1,2,0.9309912077190343
d6117b846bf41e90e0f23eed6c9085e275e1ad3bb90316ced2214d3056227899,1487486604,258,1,2,0.9802880086169317
97b1a104375286d5d25e905e7f3941cae24f59bff29825c25815ae0c6610f45b,1487486604,436,2,2,0.9596008060646771
b9152443342089f3a09e0a089553e9372d6b5299cf33afc3cf0d51318eba2c56,1487970722,258,1,2,0.7999945758528971
08df38f6e372fce229c48e7ecc1b028056a3b9fbace380c9e7834d7b93558a78,1487970722,258,1,2,0.7499830488507121
4d33b79a1fbeb5c83c49b882d7b6264a23f21948ab9e283c0276a75515cff46e,1487973514,257,1,2,0.8333107302683578
afcd40b5ef0659ebd303eec572b7d86191c6494a2c1c0313234cc2b87255e9ce,1487979302,258,1,2,0.7999565985836287
5c2a7ea400ed109106b9172898bd8776f25e813ba24f2760e03edc6e9c468491,1487979302,258,1,2,0.757417764622207
542e1d4a05a4584959f7f4844038fc49dc7c2542a1775b35a88029e98a7ae03f,1488020546,258,1,2,0.6697896639409785
0494f29ac8d02fda24258d0f7e2a9fa373357065eadf1b6809ccbde69d877d82,1488020546,257,1,2,0.5069280552808596
aecbcefcc71884bee144c6896e93f39e6cef08d3fec85c972cddf0b683bd7423,1488052045,258,1,2,0.7999945758528971
44c6b043d7704c6de6838c1b03694dbcebccf639d14a5c01847dbac9efb6af03,1488053227,257,1,2,0.9249949146552137
51168539818d553ee72d72e13a340736a7544435cc415510265087ef9c70b5df,1488054787,258,1,2,0.675640013610145
7942cc5746009c20e44483f04c3e4faa3789b3378f750a5508da6e43940722ac,1488054787,257,1,2,0.7999565985836287
8d17ce54efe918670fac26a373eb542de0cd3173beb006c66f1487ccd4b2ce75,1488158731,258,1,2,0.9749915221260007
27a48bada13e54facb8abc469718e1076040786a8f7f53b54607870f19e196c3,1488158731,257,1,2,0.5130345666273888
74151127f80fcb19723a1baa0f8ad2ee9be31fa6a063653d1ced4a27480dd68f,1488240258,257,1,2,0.9888193550861555
9ed3ac214fde1ac1f8b1a0e5074d2a5d16e72a3c8cdddb2755dd73f62fc7e54c,1488242028,258,1,2,0.9886934322578967
535dcd448394adbc199f03cdd68eb351483e8ababce7f9ca4172958a35953932,1488242028,258,1,2,0.98810257583448
cfed0c152043e6c69a163f8a01a968a8bf17aea747f0220c60475c3c919c22a4,1488263255,258,1,2,0.546711398353207
78d87c9608d6081873b542b300e82e0cbe905af33d7cfafe0560daefab23b993,1488263255,437,2,2,0.8071330501688183
cef8468ee59c1e60d934678091a5fe2b2494b8929d274e2a89e4911215ce9f19,1488263408,437,2,2,0.991669081989801
7e06c85cc8911685c036b4c3166170a2a38fa47b7e76fe4075a05f20cbcf22d8,1488551363,258,1,2,0.9502577098909224
c37df142178953ce75bb9b983121b1c20761d8ce61adcd42c2be24fbf2139687,1488551539,438,2,2,0.9605164854317592
a19470be7f6eda4cd8f2a9e5c7227c1d5f06f3ad753ab25c929f90a5148d4dbf,1489614241,257,1,2,0.9805318404702711
d36f333478ff5f6f057fc7d6c91f2dbc667c8e941848e18a14ea195c83b6cb74,1490333527,257,1,2,0.5805805805805806
bec97685c81f979b2101d5ac513d620f27f7a5713904fe4c928d5f60d66f09d6,1490333657,257,1,2,0.6180296425804053
5c597cfe31c0b6546359d70e599751977bb3ab0ec4bd22d5300fb121a1a08d13,1490335701,258,1,2,0.8527135619243659
44f43ec915f20be3b7bb135e6818f61fa3a431352230961cf37991ea8b468931,1490339884,796,4,2,0.9995458492038011
3b0756fbac325fdfd3d0862c7690b3bdf4f255ed89083d3b011984dc9316b419,1494883516,224,1,1,1.0
090a7920de48323b6f61c8303f42eb9502e230df0317af3488ca653f15f7d1fa,1496526503,257,1,2,0.8021390374331551
70152dc5370bdf299fb50f018bd4d8b7530801cac769484f3c79cb683e5af313,1496526503,224,1,1,1.0
726bae48b2578c826ac429c914a4e18f1eebb25bbfd51c61628041183eb18338,1499078271,258,1,2,0.6481176469383931
2459795a531d6ea8f18d64fff033001df44df8322fe0203661c283f689105aa5,1499078810,224,1,1,1.0
afc685513fc290e8f93dd190530c81b61d4bc7005923261b54b3337bdd98a964,1499419119,224,1,1,1.0
cc3f954505a7fc643f3adbcc68737fb8bc3f1690f8668307b5984a38db5cbfd0,1513775298,258,1,2,0.998677493051087
7bda39e06aee15e06d55813a43f6ee685d842b8f1bd9d9e930ad569b3b39231f,1514382681,224,1,1,1.0
6a3ba261f8d0c98f0d41aef1b1f43684b428e8a806b08bea203e02dc7ae0c86f,1495850468,224,1,2,0.9136591664373558
a802488a8ca565d252da11a8a8308f1a863f3325c1336c19a2df279ea984bf19,1489014928,192,1,1,1.0
f04b83e001890144cc4432892b6df43a8c94a702d06173a925bce4f3c4ad14e2,1492582712,226,1,2,0.6996949621547583
636bba4b859250612c05c5e3edf94dcf54cdf1eef178f37fc1ddd46594539fd4,1474797267,189,1,1,1.0
2efe9db25f8326c607d1956bb7c2ff8b966b750e9ecc65aa5283c0ebf3a44371,1475000662,372,2,2,0.5297102452116657
64990893a7c8df205816443c1d6f6f22152e928ace6c66d004a625828f3583c1,1475402229,225,1,2,0.6138520018038243
0559fe380b03e71aaf35491ac2b97f2bdea2ba8bbc3ceb611bb3459d1bf894f1,1475807430,189,1,1,1.0
969d213a961f6662f2047b1112a40bd2598f04e5bbac98a8e725557eac361640,1476505002,223,1,2,0.5000621577262053
5b1437cf02b63856c039a078dae35fb78fbb365162059b5a05832c263fe17be2,1476948164,223,1,2,0.5000621577262053
8532e3dbf1151d94d532ef3642dc0a361a5bb977608953ecf1a4d1df141e91ae,1477178923,189,1,1,1.0
e915df0dcaaea4946f2387ed4798ffd7c3842da482e908666215c6648290ee9c,1477486276,225,1,2,0.5957139972498582
7ddf1503d6f23c2f358d0b09f9c95b7ec4ae9ae30f32519a42b7afc5cc36a862,1477539318,189,1,1,1.0
1abaf36eb2647e8ed7828b91378d62e4cc8479fef06c2f7f1ccf05238752adc2,1477635575,223,1,2,0.5001121751608886
5555dcff645d3741aff24292652792405e99808413215c82ce66fa6994edc700,1478844234,226,1,2,0.5000621577262053
285863a51309a44703698b49ddc96d754f90b8e8f47296ba90d0fea06cb6262c,1479006386,190,1,1,1.0
3724727fdc9e9e55d0d82d70be11b209596e71c0b70a5aa7da76a471976abf4d,1479176092,226,1,2,0.5000621577262053
2284aadc1252090e8c256c784e739d588641e6d996240a0b9afb1dea181c396b,1479273664,225,1,2,0.5000621577262053
03e1c0dc4918589f86cf1b21e7b5a648cf487f20a0de80898aa7833c9fb5fbcc,1479698855,226,1,2,0.5024260214472298
61c2a1dbe6aae335fc59dc1d3ea10f8c2e497f1023ef6bf7c3468c248370f48c,1479814710,225,1,2,0.5006630280480441
4f9a883e2b375c929042ef8df137a6b13dd4cbe222f99f2dc286a1fb1d020c94,1480309049,224,1,2,0.5000734607913903
d6fd38da72448ab464624bf1e923ca2208cf1ac485ef59c19e06b9a158014074,1480391860,189,1,1,1.0
580cb3da068b1c5804df25cea4262e12f3ebfda92c9bd113543f595844823b5f,1480814086,225,1,2,0.5000734607913903
1c3846c16d080d25c1098e98c9b32b79148c19ee9b0c5dfd0453eceec393f8d7,1480835905,226,1,2,0.7368217574295612
a56fddd054005136686363ebc02cb37d39286290432dcba207137668f4e48bdd,1480835905,337,2,1,1.0
1efec72426b3f35610d753dc2b28634b86cd4ed35a7d2f9504501b4466966ef6,1481103420,224,1,2,0.5000395531286524
31aba0ab381fb298a1cc98365c86cbe439a7e5c51a0343fa93bba5289154c5c3,1482653433,226,1,2,0.5000734607913903
fb2c76eb67a4b3ca64c44737c8623eac66ca1367b3668dfea881a752de402940,1487330882,189,1,1,1.0
76f96b02d187f4a98ce64a6e4c2baefe8a7aadf9807f9e1dd429413e5bd94250,1487840600,226,1,2,0.9181678570557981
7869fd5546b1079eba8230bce8cfdfac45f64c56c3712c3896f9f63e36361111,1488947276,223,1,2,0.800144666155641
cb5e2c6d51727d07979655b4e2add6ca147c6aa58de624ef6b612c1c1d81f9ed,1488956636,223,1,2,0.8310689031931594
89aaeaf0aef7bc32d5481a87d86ea0e9494860639e06d4ecf60767f13cc81b05,1492923341,1371,9,1,1.0
698414b131758bf1907d8444a3b59a670d3e0063990e2032746a4e49794528ec,1483973786,225,1,2,0.9990261969483317
c838007de8bc339e615e70b4d81f73f896eece78cd62c9c93e1ebb5b4486f768,1487494249,486,3,1,1.0
b0c4554de7201f47da869ed1da2cd05a1604acb13298347f43c10f7919111fbf,1487595773,225,1,2,0.9991967019955231
c698ed59f72dd26ba008e195e0b0f36b92799cec3ee7daf9dac47be269071e84,1483925811,192,1,1,1.0
8880face2e2fa595bc0bf45ecb625bc34b8394c48f78efb1ba2f8e3ae4b5b41f,1484078358,192,1,1,1.0
d4b5c06162fac854fd24961289161afd7f16c49bc1953d51ad6cfe0c2da661be,1490789833,225,1,2,0.7003798860501936
b20884a929dbd51b5d2308c78745daa4c2cfc1861cf07eb014d9aeb93633c560,1519011240,224,1,2,0.6863505466782104
eb9eee4c259d0d629fe99545d832a2c7a1a287d2c5c2b92d5f66aef353655ce7,1519163252,190,1,1,1.0
a028bb2d4c795cb8a8fd2f03285934fba8747fa84296fb7711dcda179b21cc4c,1501702755,7600,51,2,0.9893567970243393
8def6458a46234ab0e040602e7852ff5cf58650f3f1102803b1d4bca4cc293a1,1501705700,11397,77,1,1.0
96f367d6f68e97d78cba58c82dbc7f97f825331c0b574f9ee6b5abbfbb379227,1500427923,225,1,2,0.5131450827653359
805dc799a5bb08c52a6bf36e7248bec007b27e7d9b3cb91e3b1af25372d2df94,1500492520,1814,12,1,1.0
409803bb5e124fd028c0482027c7722e84ce55b78204b279d3a44aba5e7c1698,1501705700,5388,36,2,0.9985939113939889
35e5d5fe8c8128cfa6884f56be5817e4138c58c91b79d78d3e78a8d365b9d8a7,1501706494,11256,76,1,1.0
ef0ac1c130740138805bfb7cd605456e440266db1fd85ae5b4a852a7172fcf2f,1501706494,10522,71,1,1.0
d17829f8097ed86fa2e961b5ccefc51877673f649196621bf90e03f42f1e9ab8,1501706494,6129,41,2,0.9979396542278274
9466c963408085b846657bcee026d97e0fbae39b332ba8c7a7d775bef7c2a283,1500492394,1259,8,2,0.9811193394319712
805dc799a5bb08c52a6bf36e7248bec007b27e7d9b3cb91e3b1af25372d2df94,1500492520,1814,12,1,1.0
d66bcc865c5a1fffe13873bcf9bf4529e1f9a3b43fb1785c02d9825598c5ef58,1472862473,225,1,2,0.6140234368137177
f2add4d487a2d3b586ddb3475e0c34908e06eb325948d24c7ab314f7fdf7f359,1485497111,226,1,2,0.5357238522116466
d3807048fb69baa5430bfeecdb33ce8ee9040b8de26a2ec9c4c9937bcaff92a6,1485497635,666,4,2,0.9999181194001615
bab64152c46c8aacc765571965c02ccd7eef409ce999fa0eb91a946f133fbf8a,1481321961,962,6,2,0.9996784312542907
9b46c20f3ee70005a9cb067188a06bf9ef808e8ac2ec801bb24551de7d3c1789,1481577792,373,2,2,0.6666944456019002
bab64152c46c8aacc765571965c02ccd7eef409ce999fa0eb91a946f133fbf8a,1481321961,962,6,2,0.9996784312542907
6572c64530a72711eab4d9e7fc0fa853f5735c06dd9e90c840cd77b95a85bbdf,1489217442,225,1,2,0.9091322332833311
156162a0d992eaf8baaa5310dad6cd4dd1114ded1b804bccce05bdb8dc1aca54,1489221249,374,2,2,0.9996666388865739
9bbdc2c99953f1786fe55b1aa673f2049bf3927ccb9aad9eed96f62b5f03d75a,1483694086,372,2,2,0.642868622653976
ce0a59a89981042ead0d01025f8fa5fba28a3a9c1430e4a919b2730c6ffb524c,1499299209,225,1,2,0.6366530241018644
f698ce404f1a51cccd048b3fc15f6635702f7c1501578e731efc450d00995408,1479080362,226,1,2,0.8571489796355688
aad14f70f64b655e902cafa31a360132bcaca797fa6f4754233918e75265e683,1479094229,373,2,2,0.6250052083767365
03d9a5f504cd3b632cf82edfe5faf8fffd6f5bf979b4756c1940ad0eb02b4c21,1490962401,373,2,2,0.5833454863642993
834a69fe58e0ede9f231be56ca4dd85ff41e65eb150689bc66aef0af438d0e08,1482650938,225,1,2,0.8750156252790228
