trans_time,total_amount,nin,nout,vout_weights
1484324512,226,1,2,0.7999977399744617
1485353543,226,1,2,0.7999977399744617
1485961109,225,1,2,0.5000056500638457
1487273871,225,1,2,0.9903306907368052
1489163154,223,1,2,0.9140642567967151
1494503626,226,1,2,0.5000698097454405
1502638463,223,1,2,0.7414541656774111
1502709247,373,2,2,0.793327376326212
1504100593,226,1,2,0.6665429541026388
1504105350,226,1,2,0.6669140917947225
1507647548,225,1,2,0.5006478577359746
1474973460,373,2,2,0.5172397146197056
1482795888,192,1,1,1.0
1485140207,226,1,2,0.6225313098494168
1486192939,374,2,2,0.5000607823880993
1486621563,226,1,2,0.997339386444836
1487116041,373,2,2,0.9981185465397726
1468905990,373,2,2,0.8902177111174147
1477223577,225,1,2,0.9998960718383813
1478523062,225,1,2,0.9972096531598879
1478532842,372,2,2,0.9981555040254582
1478837791,373,2,2,0.9993718148646124
1478852300,226,1,2,0.5103443858071558
1480388891,226,1,2,0.9993812779121252
1480910744,225,1,2,0.999292060587331
1481207949,226,1,2,0.9997481561570304
1481845342,226,1,2,0.9994826127206464
1481854815,226,1,2,0.9998746905035729
1483541314,226,1,2,0.9991813910286327
1483637483,226,1,2,0.9999701897537873
1483687792,225,1,2,0.9998115229130393
1465718955,226,1,2,0.6433751977574514
1466054867,1846,12,2,0.9970696124091295
1466400454,374,2,2,0.9960324706585434
1466996322,520,3,2,0.9908294768598711
1467420934,522,3,2,0.9896519939952012
1469343679,225,1,2,0.9900135328481819
1470637943,226,1,2,0.6299236406562796
1472588134,223,1,2,0.9872384906865662
1473948841,226,1,2,0.6183627884200046
1475908705,223,1,2,0.9724582206117504
1476160860,223,1,2,0.9598440478776888
1476617989,223,1,2,0.7313199063160781
1476795411,224,1,2,0.8079536737138473
1476795411,371,2,2,0.8307471137249184
1477372410,520,3,2,0.9967099647133381
1478746224,225,1,2,0.5999005352730689
1479194325,226,1,2,0.5999005352730689
1479824949,226,1,2,0.5007958647883216
1481003477,225,1,2,0.8697017183648557
1525565601,225,1,2,0.942108207173489
1529625918,226,1,2,0.643949054846045
1465082479,964,6,2,0.9999713079661137
1465192797,1109,7,2,0.9631464426623717
1465253002,1256,8,2,0.8970310655202512
1465289588,1256,8,2,0.9323492091232202
1465341900,1551,10,2,0.9984526457498941
1465355469,1256,8,2,0.9615176449498944
1465375386,1257,8,2,0.99794646980027
1465375386,1701,11,2,0.9998279182509793
1465426303,1110,7,2,0.9303656319951704
1465427487,1258,8,2,0.9177650101027333
1465444452,1257,8,2,0.9854776246169844
1465530792,1256,8,2,0.9375579723346228
1466127908,226,1,2,0.8332913547072098
1485637640,257,1,2,0.9309912077190343
1487486604,258,1,2,0.9802880086169317
1487486604,436,2,2,0.9596008060646771
1487970722,258,1,2,0.7999945758528971
1487970722,258,1,2,0.7499830488507121
1487973514,257,1,2,0.8333107302683578
1487979302,258,1,2,0.7999565985836287
1487979302,258,1,2,0.757417764622207
1488020546,258,1,2,0.6697896639409785
1488020546,257,1,2,0.5069280552808596
1488052045,258,1,2,0.7999945758528971
1488053227,257,1,2,0.9249949146552137
1488054787,258,1,2,0.675640013610145
1488054787,257,1,2,0.7999565985836287
1488158731,258,1,2,0.9749915221260007
1488158731,257,1,2,0.5130345666273888
1488240258,257,1,2,0.9888193550861555
1488242028,258,1,2,0.9886934322578967
1488242028,258,1,2,0.98810257583448
1488263255,258,1,2,0.546711398353207
1488263255,437,2,2,0.8071330501688183
1488263408,437,2,2,0.991669081989801
1488551363,258,1,2,0.9502577098909224
1488551539,438,2,2,0.9605164854317592
1489614241,257,1,2,0.9805318404702711
1490333527,257,1,2,0.5805805805805806
1490333657,257,1,2,0.6180296425804053
1490335701,258,1,2,0.8527135619243659
1490339884,796,4,2,0.9995458492038011
1494883516,224,1,1,1.0
1496526503,257,1,2,0.8021390374331551
1496526503,224,1,1,1.0
1499078271,258,1,2,0.6481176469383931
1499078810,224,1,1,1.0
1499419119,224,1,1,1.0
1513775298,258,1,2,0.998677493051087
1514382681,224,1,1,1.0
1495850468,224,1,2,0.9136591664373558
1489014928,192,1,1,1.0
1492582712,226,1,2,0.6996949621547583
1474797267,189,1,1,1.0
1475000662,372,2,2,0.5297102452116657
1475402229,225,1,2,0.6138520018038243
1475807430,189,1,1,1.0
1476505002,223,1,2,0.5000621577262053
1476948164,223,1,2,0.5000621577262053
1477178923,189,1,1,1.0
1477486276,225,1,2,0.5957139972498582
1477539318,189,1,1,1.0
1477635575,223,1,2,0.5001121751608886
1478844234,226,1,2,0.5000621577262053
1479006386,190,1,1,1.0
1479176092,226,1,2,0.5000621577262053
1479273664,225,1,2,0.5000621577262053
1479698855,226,1,2,0.5024260214472298
1479814710,225,1,2,0.5006630280480441
1480309049,224,1,2,0.5000734607913903
1480391860,189,1,1,1.0
1480814086,225,1,2,0.5000734607913903
1480835905,226,1,2,0.7368217574295612
1480835905,337,2,1,1.0
1481103420,224,1,2,0.5000395531286524
1482653433,226,1,2,0.5000734607913903
1487330882,189,1,1,1.0
1487840600,226,1,2,0.9181678570557981
1488947276,223,1,2,0.800144666155641
1488956636,223,1,2,0.8310689031931594
1492923341,1371,9,1,1.0
1483973786,225,1,2,0.9990261969483317
1487494249,486,3,1,1.0
1487595773,225,1,2,0.9991967019955231
1483925811,192,1,1,1.0
1484078358,192,1,1,1.0
1490789833,225,1,2,0.7003798860501936
1519011240,224,1,2,0.6863505466782104
1519163252,190,1,1,1.0
1501702755,7600,51,2,0.9893567970243393
1501705700,11397,77,1,1.0
1500427923,225,1,2,0.5131450827653359
1500492520,1814,12,1,1.0
1501705700,5388,36,2,0.9985939113939889
1501706494,11256,76,1,1.0
1501706494,10522,71,1,1.0
1501706494,6129,41,2,0.9979396542278274
1500492394,1259,8,2,0.9811193394319712
1500492520,1814,12,1,1.0
1472862473,225,1,2,0.6140234368137177
1485497111,226,1,2,0.5357238522116466
1485497635,666,4,2,0.9999181194001615
1481321961,962,6,2,0.9996784312542907
1481577792,373,2,2,0.6666944456019002
1481321961,962,6,2,0.9996784312542907
1489217442,225,1,2,0.9091322332833311
1489221249,374,2,2,0.9996666388865739
1483694086,372,2,2,0.642868622653976
1499299209,225,1,2,0.6366530241018644
1479080362,226,1,2,0.8571489796355688
1479094229,373,2,2,0.6250052083767365
1490962401,373,2,2,0.5833454863642993
1482650938,225,1,2,0.8750156252790228
1481221567,373,2,2,0.6102646514371732
1481222999,374,2,2,0.7067293888999316
1482728458,519,3,2,0.9756692481248856
1478924061,226,1,2,0.5000035714540818
1478928025,372,2,2,0.5833357638990162
1496738318,374,2,2,0.5260663507109005
1485915318,225,1,2,0.5357238522116466
1486539533,374,2,2,0.9956076134699853
1481321961,962,6,2,0.9996784312542907
1481577362,373,2,2,0.5769341718109964
1467329521,226,1,2,0.6474347674191263
1467331263,668,4,2,0.651565516136001
1474676563,1112,7,2,0.9259430730198708
1474796950,372,2,2,0.5494574478586174
1497950519,372,2,2,0.5872710665845544
1497961183,373,2,2,0.5835764902042517
1476227926,5237,35,2,0.9999074406589338
1468845561,3616,24,2,0.9998333276176472
1473489912,12030,81,2,0.9999478038745777
1476152149,2884,19,2,0.9993497342772529
1459989056,2732,18,2,0.9998527916617276
1462322485,8334,56,2,0.999896816564226
1460979307,2586,17,2,0.9998000052059186
1474447650,1406,9,2,0.9972087866898943
1470533255,6565,44,2,0.9998960191464756
1472524743,962,6,2,0.9988595274374721
1475835574,9959,67,2,0.9999401480324724
1475134522,8494,57,2,0.999940884965382
1475134522,8494,57,2,0.999940884965382
1474835994,7010,47,2,0.9999224428155834
1462850953,7603,51,2,0.99988258768727
1474337660,3467,23,2,0.99854319479605
1462144946,7455,50,2,0.9999041094733603
1470791306,5393,36,2,0.9987783904344882
1472856303,7159,48,2,0.9999166710276297
1475134522,8494,57,2,0.999940884965382
1470791306,5393,36,2,0.9987783904344882
1473034121,7010,47,2,0.9999134335380624
1463027699,7304,49,2,0.9998776052922376
1470808128,8043,54,2,0.9989149540036535
1468467714,6125,41,2,0.9998750078749843
1466711423,3469,23,2,0.9996900349081483
1463027699,7304,49,2,0.9998776052922376
1462144946,7455,50,2,0.9999041094733603
1471474927,7007,47,2,0.9999230665345982
1474254571,2439,16,2,0.999672345569113
1467907009,3617,24,2,0.9997994950103133
1461304818,963,6,2,0.998911942487265
1461550203,2292,15,2,0.9997984670237275
1475133071,4060,27,2,0.9998741327734391
1476928390,815,5,2,0.9933590898542038
1465537636,4948,33,2,0.9998629314076842
1475708308,521,3,2,0.978564189108041
1472516596,5239,35,2,0.999880895356975
1474337660,3467,23,2,0.99854319479605
1474835994,7010,47,2,0.9999224428155834
1476227926,5237,35,2,0.9999074406589338
1471308042,4654,31,2,0.9998943867195291
1460979307,2586,17,2,0.9998000052059186
1463208294,3762,25,2,0.9997999412315195
1473201094,5246,35,2,0.9998345295292054
1475555248,4947,33,2,0.9998633552337768
1470962298,3915,26,2,0.9997782926852266
1474089751,668,4,2,0.9178122636812681
1470013705,4646,31,2,0.9991367004948732
1475198716,373,2,2,0.9825876248323804
1465427487,4801,32,2,0.9998360459853269
1470791306,5393,36,2,0.9987783904344882
1476152149,2884,19,2,0.9993497342772529
1462850953,7603,51,2,0.99988258768727
1474326978,1108,7,2,0.9961471707444999
1470791306,5393,36,2,0.9987783904344882
1475835574,9959,67,2,0.9999401480324724
1460337404,5975,40,2,0.9998998260358284
1469070386,4063,27,2,0.9998543729960274
1468374666,4950,33,2,0.9998891225941657
1475581665,4651,31,2,0.9995643428798489
1463208294,3762,25,2,0.9997999412315195
1462840111,3028,20,2,0.9998253175264084
1473113002,5531,37,2,0.9998990499919329
1463027699,7304,49,2,0.9998776052922376
1465427487,4801,32,2,0.9998360459853269
1462322485,8334,56,2,0.999896816564226
1472174446,6423,43,2,0.99991392776621
1476152149,2884,19,2,0.9993497342772529
1462243242,5981,40,2,0.9998998298350671
1461028934,5390,36,2,0.9998680453531775
1468990206,6279,42,2,0.9998865749666976
1462834207,522,3,2,0.9969086547989385
1462840111,3028,20,2,0.9998253175264084
1462932908,814,5,2,0.9976104901004286
1471308042,4654,31,2,0.9998943867195291
1464792135,5978,40,2,0.9998709754494828
1460337404,7458,50,2,0.9999180361543696
1462144946,7455,50,2,0.9999041094733603
1471474927,7007,47,2,0.9999230665345982
1470013705,4646,31,2,0.9991367004948732
1461028934,5390,36,2,0.9998680453531775
1462590802,814,5,2,0.9875013296881743
1461028934,5390,36,2,0.9998680453531775
1462144946,7455,50,2,0.9999041094733603
1461334795,963,6,2,0.9961627203040057
1466610812,2437,16,2,0.9997987039282666
1473728247,5240,35,2,0.9998723217399764
1465537636,4948,33,2,0.9998629314076842
1462144946,7455,50,2,0.9999041094733603
1472516596,5239,35,2,0.999880895356975
1462322485,8334,56,2,0.999896816564226
1475134522,8494,57,2,0.999940884965382
1473034121,7010,47,2,0.9999134335380624
1460979307,2586,17,2,0.9998000052059186
1461028934,5390,36,2,0.9998680453531775
1461718571,225,1,2,0.611083286094157
1468467714,6125,41,2,0.9998750078749843
1470013705,4646,31,2,0.9991367004948732
1462144946,7455,50,2,0.9999041094733603
1464748014,2440,16,2,0.9998142607698893
1470808128,8043,54,2,0.9989149540036535
1471474927,7007,47,2,0.9999230665345982
1460555838,3031,20,2,0.9997995753780817
1472524743,962,6,2,0.9988595274374721
1473728247,5240,35,2,0.9998723217399764
1463542886,4204,28,2,0.9997969382424521
1462006707,1848,12,2,0.9997999906117581
1465537636,4948,33,2,0.9998629314076842
1462932908,814,5,2,0.9976104901004286
1462933594,2587,17,2,0.999799980415838
1472693618,4799,32,2,0.9998559820428607
1472516596,5239,35,2,0.999880895356975
1463542886,4204,28,2,0.9997969382424521
1465537636,4948,33,2,0.9998629314076842
1470567620,5537,37,2,0.9998883953183803
1475835574,9959,67,2,0.9999401480324724
1475134522,8494,57,2,0.999940884965382
1468467714,6125,41,2,0.9998750078749843
1468467714,6125,41,2,0.9998750078749843
1470291412,1257,8,2,0.9953042921609482
1466610812,2437,16,2,0.9997987039282666
1473034121,7010,47,2,0.9999134335380624
1465537636,4948,33,2,0.9998629314076842
1475133071,4060,27,2,0.9998741327734391
1464748014,2440,16,2,0.9998142607698893
1462322485,8334,56,2,0.999896816564226
1475555248,4947,33,2,0.9998633552337768
1462144946,7455,50,2,0.9999041094733603
1473728247,5240,35,2,0.9998723217399764
1474494973,7307,49,2,0.999928525680372
1467964855,3770,25,2,0.9998417232775701
1462501566,6420,43,2,0.999879775455679
1468895051,5242,35,2,0.999854255262391
1473489912,12030,81,2,0.9999478038745777
1475835574,9959,67,2,0.9999401480324724
1474835994,7010,47,2,0.9999224428155834
1474494973,7307,49,2,0.999928525680372
1475801040,4507,30,2,0.9998761513890105
1462850953,7603,51,2,0.99988258768727
1473489912,12030,81,2,0.9999478038745777
1459902080,3177,21,2,0.9998336761467151
1462497757,6269,42,2,0.9999150062071785
1470808128,8043,54,2,0.9989149540036535
1464407255,3916,26,2,0.99989249983045
1473489912,12030,81,2,0.9999478038745777
1476605324,668,4,2,0.9933573794691943
1465537636,4948,33,2,0.9998629314076842
1463025580,2886,19,2,0.9997888697853808
1461028934,5390,36,2,0.9998680453531775
1467808062,2587,17,2,0.9997990208007582
1468467714,6125,41,2,0.9998750078749843
1469257587,2879,19,2,0.9997988534680673
1462322485,8334,56,2,0.999896816564226
1465537636,4948,33,2,0.9998629314076842
1466610812,2437,16,2,0.9997987039282666
1474494973,7307,49,2,0.999928525680372
1467964855,3770,25,2,0.9998417232775701
1469070386,4063,27,2,0.9998543729960274
1466711423,3469,23,2,0.9996900349081483
1472856303,7159,48,2,0.9999166710276297
1470808128,8043,54,2,0.9989149540036535
1475133071,4060,27,2,0.9998741327734391
1468467714,6125,41,2,0.9998750078749843
1463025580,2886,19,2,0.9997888697853808
1472693618,4799,32,2,0.9998559820428607
1473201094,5246,35,2,0.9998345295292054
1473303041,225,1,2,0.9746898901066919
1464792135,5978,40,2,0.9998709754494828
1475134522,8494,57,2,0.999940884965382
1470791306,5393,36,2,0.9987783904344882
1470533255,6565,44,2,0.9998960191464756
1467808062,2587,17,2,0.9997990208007582
1470952289,1259,8,2,0.9974871216850074
1466610812,2437,16,2,0.9997987039282666
1461028934,5390,36,2,0.9998680453531775
1466610812,2437,16,2,0.9997987039282666
1468845561,3616,24,2,0.9998333276176472
1470567620,5537,37,2,0.9998883953183803
1476839736,1107,7,2,0.9993735670392322
1463208294,3762,25,2,0.9997999412315195
1474254571,2439,16,2,0.999672345569113
1471474927,7007,47,2,0.9999230665345982
1476831299,814,5,2,0.9933721087085243
1463542886,4204,28,2,0.9997969382424521
1464792135,5978,40,2,0.9998709754494828
1472856303,7159,48,2,0.9999166710276297
1471474927,7007,47,2,0.9999230665345982
1460979307,2586,17,2,0.9998000052059186
1470567620,5537,37,2,0.9998883953183803
1465427487,4801,32,2,0.9998360459853269
1462850953,7603,51,2,0.99988258768727
1460555838,3031,20,2,0.9997995753780817
1462243242,5981,40,2,0.9998998298350671
1473728247,5240,35,2,0.9998723217399764
1475131299,521,3,2,0.9836114794656411
1467964855,3770,25,2,0.9998417232775701
1474494973,7307,49,2,0.999928525680372
1465427487,4801,32,2,0.9998360459853269
1466711423,3469,23,2,0.9996900349081483
1468845561,3616,24,2,0.9998333276176472
1468990206,6279,42,2,0.9998865749666976
1476664999,1401,9,2,0.9948799925688002
1460337404,7458,50,2,0.9999180361543696
1470808128,8043,54,2,0.9989149540036535
1472856303,7159,48,2,0.9999166710276297
1474494973,7307,49,2,0.999928525680372
1473489912,12030,81,2,0.9999478038745777
1475133071,4060,27,2,0.9998741327734391
1469150651,5831,39,2,0.9999000025004999
1473489912,12030,81,2,0.9999478038745777
1468374975,2143,14,2,0.9997999600239984
1468375940,962,6,2,0.99909815371605
1472856303,7159,48,2,0.9999166710276297
1468990206,6279,42,2,0.9998865749666976
1473489912,12030,81,2,0.9999478038745777
1475801040,4507,30,2,0.9998761513890105
1468555462,3767,25,2,0.9998178586815036
1466610812,2437,16,2,0.9997987039282666
1470791306,5393,36,2,0.9987783904344882
1468555462,3767,25,2,0.9998178586815036
1467964855,3770,25,2,0.9998417232775701
1461028934,5390,36,2,0.9998680453531775
1473489912,12030,81,2,0.9999478038745777
1473658280,226,1,2,0.9309899249387511
1460555838,3031,20,2,0.9997995753780817
1469506454,373,2,2,0.9461454506454839
1476831299,814,5,2,0.9933721087085243
1472856303,7159,48,2,0.9999166710276297
1462144946,7455,50,2,0.9999041094733603
1471308042,4654,31,2,0.9998943867195291
1462243242,5981,40,2,0.9998998298350671
1473728247,5240,35,2,0.9998723217399764
1471574190,3176,21,2,0.9996756990052533
1466711423,3469,23,2,0.9996900349081483
1473034121,7010,47,2,0.9999134335380624
1459989056,2732,18,2,0.9998527916617276
1472173573,669,4,2,0.9809676520142803
1468990206,6279,42,2,0.9998865749666976
1470808128,8043,54,2,0.9989149540036535
1476227926,5237,35,2,0.9999074406589338
1476757203,1402,9,2,0.998378006565448
1472174446,6423,43,2,0.99991392776621
1462243242,5981,40,2,0.9998998298350671
1463055689,814,5,2,0.997396761206692
1475835574,9959,67,2,0.9999401480324724
1473489912,12030,81,2,0.9999478038745777
1468374666,4950,33,2,0.9998891225941657
1459989056,2732,18,2,0.9998527916617276
1471574190,3176,21,2,0.9996756990052533
1467907009,3617,24,2,0.9997994950103133
1463055689,814,5,2,0.997396761206692
1468545449,814,5,2,0.7519673034700399
1472856303,7159,48,2,0.9999166710276297
1472516596,5239,35,2,0.999880895356975
1470808128,8043,54,2,0.9989149540036535
1468467714,6125,41,2,0.9998750078749843
1462501566,6420,43,2,0.999879775455679
1462322485,8334,56,2,0.999896816564226
1462925848,815,5,2,0.9177909797443301
1468990206,6279,42,2,0.9998865749666976
1470013705,4646,31,2,0.9991367004948732
1468374666,4950,33,2,0.9998891225941657
1463025580,2886,19,2,0.9997888697853808
1469718236,1110,7,2,0.9986708488350486
1469777259,225,1,2,0.9711017501865802
1472174446,6423,43,2,0.99991392776621
1476227926,5237,35,2,0.9999074406589338
1473113002,5531,37,2,0.9998990499919329
1461028934,5390,36,2,0.9998680453531775
1474532570,4357,29,2,0.9996790830617539
1473489912,12030,81,2,0.9999478038745777
1475134522,8494,57,2,0.999940884965382
1468990206,6279,42,2,0.9998865749666976
1471308042,4654,31,2,0.9998943867195291
1466610812,2437,16,2,0.9997987039282666
1474835994,7010,47,2,0.9999224428155834
1463027699,7304,49,2,0.9998776052922376
1460266044,1406,9,2,0.9969714095129749
1460337404,5975,40,2,0.9998998260358284
1460337404,7458,50,2,0.9999180361543696
1460428445,373,2,2,0.9733982625124922
1470013705,4646,31,2,0.9991367004948732
1469257587,2879,19,2,0.9997988534680673
1475835574,9959,67,2,0.9999401480324724
1467808062,2587,17,2,0.9997990208007582
1462850953,7603,51,2,0.99988258768727
1470962298,3915,26,2,0.9997782926852266
1468990206,6279,42,2,0.9998865749666976
1468990206,6279,42,2,0.9998865749666976
1470567620,5537,37,2,0.9998883953183803
1471574190,3176,21,2,0.9996756990052533
1475835574,9959,67,2,0.9999401480324724
1462322485,8334,56,2,0.999896816564226
1473489912,12030,81,2,0.9999478038745777
1473489912,12030,81,2,0.9999478038745777
1463027699,7304,49,2,0.9998776052922376
1466828403,2436,16,2,0.9997678249177873
1471574190,3176,21,2,0.9996756990052533
1470808128,8043,54,2,0.9989149540036535
1459902080,3177,21,2,0.9998336761467151
1473034121,7010,47,2,0.9999134335380624
1462840111,3028,20,2,0.9998253175264084
1473201094,5246,35,2,0.9998345295292054
1463470160,1406,9,2,0.9472563955199613
1462933594,2587,17,2,0.999799980415838
1470808128,8043,54,2,0.9989149540036535
1460337404,7458,50,2,0.9999180361543696
1471308042,4654,31,2,0.9998943867195291
1470791306,5393,36,2,0.9987783904344882
1470952289,521,3,2,0.9974453900833213
1461028934,5390,36,2,0.9998680453531775
1472174446,4501,30,2,0.9997933280395891
1473113002,5531,37,2,0.9998990499919329
1460337404,5975,40,2,0.9998998260358284
1462501566,6420,43,2,0.999879775455679
1475801040,4507,30,2,0.9998761513890105
1475581665,4651,31,2,0.9995643428798489
1475708308,521,3,2,0.978564189108041
1470567620,5537,37,2,0.9998883953183803
1475835574,9959,67,2,0.9999401480324724
1461028934,5390,36,2,0.9998680453531775
1474494973,7307,49,2,0.999928525680372
1476227926,5237,35,2,0.9999074406589338
1462850953,7603,51,2,0.99988258768727
1473113002,5531,37,2,0.9998990499919329
1468374666,4950,33,2,0.9998891225941657
1474494973,7307,49,2,0.999928525680372
1474601267,668,4,2,0.9745565061343622
1475225684,816,5,2,0.9912610688506412
1470962298,3915,26,2,0.9997782926852266
1475835574,9959,67,2,0.9999401480324724
1473489912,12030,81,2,0.9999478038745777
1470791306,5393,36,2,0.9987783904344882
1466828403,2436,16,2,0.9997678249177873
1470533255,6565,44,2,0.9998960191464756
1459989056,2732,18,2,0.9998527916617276
1461334795,963,6,2,0.9961627203040057
1474532570,4357,29,2,0.9996790830617539
1467808062,2587,17,2,0.9997990208007582
1462850953,7603,51,2,0.99988258768727
1468467714,6125,41,2,0.9998750078749843
1468555462,3767,25,2,0.9998178586815036
1470962298,3915,26,2,0.9997782926852266
1462322485,8334,56,2,0.999896816564226
1472871798,667,4,2,0.9858469002297586
1474835994,7010,47,2,0.9999224428155834
1475835574,9959,67,2,0.9999401480324724
1459989056,2732,18,2,0.9998527916617276
1464135897,666,4,2,0.96647955729824
1475835574,9959,67,2,0.9999401480324724
1475581665,4651,31,2,0.9995643428798489
1462144946,7455,50,2,0.9999041094733603
1462501566,6420,43,2,0.999879775455679
1465427487,4801,32,2,0.9998360459853269
1468895051,5242,35,2,0.999854255262391
1459902080,3177,21,2,0.9998336761467151
1473728247,5240,35,2,0.9998723217399764
1470567620,5537,37,2,0.9998883953183803
1470533255,6565,44,2,0.9998960191464756
1459989056,2732,18,2,0.9998527916617276
1470962298,3915,26,2,0.9997782926852266
1469150651,5831,39,2,0.9999000025004999
1468680723,3612,24,2,0.9998332369812095
1469070386,4063,27,2,0.9998543729960274
1475835574,9959,67,2,0.9999401480324724
1473034121,7010,47,2,0.9999134335380624
1472174446,4501,30,2,0.9997933280395891
1462243242,5981,40,2,0.9998998298350671
1462322485,8334,56,2,0.999896816564226
1473489912,12030,81,2,0.9999478038745777
1474494973,7307,49,2,0.999928525680372
1475133071,4060,27,2,0.9998741327734391
1472174446,4501,30,2,0.9997933280395891
1476227926,5237,35,2,0.9999074406589338
1460337404,7458,50,2,0.9999180361543696
1471474927,7007,47,2,0.9999230665345982
1468895051,5242,35,2,0.999854255262391
1462850953,7603,51,2,0.99988258768727
1463027699,7304,49,2,0.9998776052922376
1471474927,7007,47,2,0.9999230665345982
1470533255,6565,44,2,0.9998960191464756
1462840111,3028,20,2,0.9998253175264084
1472174446,4501,30,2,0.9997933280395891
1471474927,7007,47,2,0.9999230665345982
1467808062,2587,17,2,0.9997990208007582
1476758032,668,4,2,0.9942652702188365
1475835574,9959,67,2,0.9999401480324724
1462497757,6269,42,2,0.9999150062071785
1469070386,4063,27,2,0.9998543729960274
1463208294,3762,25,2,0.9997999412315195
1474835994,7010,47,2,0.9999224428155834
1477097529,961,6,2,0.9948739528194434
1470567620,5537,37,2,0.9998883953183803
1476605324,668,4,2,0.9933573794691943
1460337404,5975,40,2,0.9998998260358284
1474494973,7307,49,2,0.999928525680372
1467964855,3770,25,2,0.9998417232775701
1462144946,7455,50,2,0.9999041094733603
1460465041,963,6,2,0.7856298866178948
1470533255,6565,44,2,0.9998960191464756
1471474927,7007,47,2,0.9999230665345982
1468374666,4950,33,2,0.9998891225941657
1473113002,5531,37,2,0.9998990499919329
1460337404,5975,40,2,0.9998998260358284
1464407255,3916,26,2,0.99989249983045
1474494973,7307,49,2,0.999928525680372
1470808128,8043,54,2,0.9989149540036535
1462322485,8334,56,2,0.999896816564226
1472871798,667,4,2,0.9858469002297586
1470962298,3915,26,2,0.9997782926852266
1471308042,4654,31,2,0.9998943867195291
1468990206,6279,42,2,0.9998865749666976
1473034121,7010,47,2,0.9999134335380624
1475134522,8494,57,2,0.999940884965382
1472173573,669,4,2,0.9809676520142803
1462322485,8334,56,2,0.999896816564226
1462850953,7603,51,2,0.99988258768727
1460555838,3031,20,2,0.9997995753780817
1474835994,7010,47,2,0.9999224428155834
1473113002,5531,37,2,0.9998990499919329
1472856303,7159,48,2,0.9999166710276297
1462850953,7603,51,2,0.99988258768727
1468467714,6125,41,2,0.9998750078749843
1468555462,3767,25,2,0.9998178586815036
1468845561,3616,24,2,0.9998333276176472
1464792135,5978,40,2,0.9998709754494828
1474494973,7307,49,2,0.999928525680372
1474337660,3467,23,2,0.99854319479605
1472174446,4501,30,2,0.9997933280395891
1470533255,6565,44,2,0.9998960191464756
1475555248,4947,33,2,0.9998633552337768
1460337404,5975,40,2,0.9998998260358284
1470791306,5393,36,2,0.9987783904344882
1466711423,3469,23,2,0.9996900349081483
1475581665,4651,31,2,0.9995643428798489
1475835574,9959,67,2,0.9999401480324724
1462497757,6269,42,2,0.9999150062071785
1477097529,961,6,2,0.9948739528194434
1463025580,2886,19,2,0.9997888697853808
1475835574,9959,67,2,0.9999401480324724
1475134522,8494,57,2,0.999940884965382
1473489912,12030,81,2,0.9999478038745777
1473489912,12030,81,2,0.9999478038745777
1470808128,8043,54,2,0.9989149540036535
1464407255,3916,26,2,0.99989249983045
1462501566,6420,43,2,0.999879775455679
1463542886,4204,28,2,0.9997969382424521
