tran_id,trans_time,total_amount,target
d1b17ea6a8bb69af3d51561bac6406b69010d8e731f79f79be6a6ea1db58703a,1489068777,226,0
e71cd21f2670248f066359a465c17477e46a2833ea269e7e4f131ded918f576e,1489136250,373,0
959d473881d456a74125e20c7ac722956db1f297bd1582f46bdd1a4c8a26a560,1489406609,372,0
bf8a252e6ff116c8a13cd1f70057bbbd61cd05817a477f81570378dc28465c7e,1489481329,225,0
dc049fa607421cfec68ea055f5987c7748da25f4981e44bc2c02b714831c1b25,1489481329,373,0
81c968e83569b01d3881d901202ea45c405e7e27d162e57f27bf7111860753c0,1489645716,226,0
4fcd5e6a3ec6b3170eb2d43e904a45b25289a630c33708ddeffd3f51a76a17c6,1489667549,225,0
8c8d08977ae48e3800dc49e3efe25327aeb572290b4156e2f801319d6d2bf894,1490082097,3007,0
2df99be48688aa1bed32914df9d0f970c60ae368a044017613e039ba7b875393,1490118369,226,0
fa409d7b7400e0c97ca104cbb93930c27a7adc75669db10ab5a5eb3da67eebc0,1490600733,3993,0
282f42e847317bc718227172953de17e486ce76dd7dbaa0ec3163b5b87dec08e,1490642141,226,0
2a842ab89bb2d6a29b178bec9d41a0e9c17536c118a9a69b7e634012803ade26,1490911054,226,0
04949f9cf40547fd2b0772e0ed60d6ac18fc29d5bb51398c0e59d8764195cb7f,1490947466,225,0
96ffb432e500482cd09ba24ca6c9ec6bed92a9796608717c514a01c4653e1600,1491166093,666,0
e524ec4f74f670232c4990bcb709b664948f9a37e26bc1afd87ed07489eb4637,1491407754,226,0
c9b4bfe8e74819db6d3b8538b6a71d71b40d9a48977fce3ad3313e9ac8b325ef,1491499715,226,0
19ee2ad451d16c38751eec05a72fb065ce8e1c20841a5e243f9306124bc9ab9b,1491576526,226,0
7179c4b468defaac6fd994569ed482652ec1d75fbbfc8378d2efd91a27ef9579,1491808486,1256,0
b1fa312831f89cf8c2a05f97df9317b884c907bd2816eba1d7a03e0885f79dec,1493299643,373,0
d8a6747ccd58465fc06fcf1e87cc4813f275c6c9b8a89e7c5aa58ba41b7c86b4,1493390843,225,0
c9d4374edc346a2136279758adf78b507e1fdcbab0da1ad503ddbc9e85629981,1493715563,225,0
6ae42ffe1ddc95cb3eb27de759ccd2bd1328d82a66f55314267d5347199252fc,1493879504,3304,0
7e19b697e46406a9f1183cde27d6a59861d31e54f9178b8d91690092d2b8a975,1502195090,225,0
870e558c8c005a51a8c8a783bf987aa41ad3567c5dfc3daf04b5e92ef1ccf85d,1484122322,1075,0
9a8b7753f311176715681cdf97d866b7f45d4214c4acf6eb7bd58fdebf34e773,1490440555,257,0
89910e4ac323720a3f117643d7fd8bddce98c7ab90be4a50388a7612e41593ac,1490559609,362,0
faca19d365636cedd84b192a7cb68d1da5b2a43790830a8f3fd7ef6eac93f33b,1493999082,225,0
0fb86a805029187591362531dbbfa9e40ba27ef61dd4f848153cc774665372b7,1493999082,226,0
a36a428fc819b55296cbfb9672aeb3c0d44d344bf49a986475297cb3f0c88f63,1494003249,226,0
2c71968ed5ecc6cad7659c02e1cacc9d6c63b4b186e5a9914f542c4c0e740d79,1483648607,225,0
4498fa93b6803137a1cdd326ffba5550f9a6d2c6813bae94ca46985b502752ab,1484027687,1038,0
eaa93629398a12a3ddcff3c85ef766410ced0cf76289c42cdcade70a65d5fe4a,1484225542,784,0
030cdde27f943bb8257ed09847e45d94ae4c09d1c25388e67443b33dc5c2f4ce,1484236929,226,0
de55b3aaa944557c145fa9a8ca8df07e0907e34065e9d546af984de5bcdabbe4,1484323898,594,0
ae1b19b3be8c39cee69fef7720acdecbd8bba8b0578978ae2cbfcc7b49702bb2,1484768831,225,0
53363d6f29fadcb3eb7e922e18a665dbe1ecfb6bf8a9f223039425a8306029fa,1484823666,616,0
b00681e2abff75b12344d26a26bb939068f3a1b3b5e9747b652be25534e24aae,1485301389,816,0
3ba203a63edb9b84955d26fff40e35c87ee84109c8a3d52ddebe893ebc6dbca4,1485339815,226,0
f1204ab3ec4eb1e9e96e2e5b3f8be84e1e82b4b50c1f603cba878fe195819d39,1485353417,563,0
f18227a1f05ab2c9feb60fa6a5ab63588128320144d68c32fa4e552f0e1efa17,1485353543,226,0
b9799ed512d16712463375166c49aabfc4729016d9e69911a3642d23e9aee70e,1485438249,226,0
4c179330b7f9d857f2a48aebaf86ddf37356125fbe0caf96f385fa391c407b91,1485606750,848,0
9fa06d36f97f681f3ab52953a49940c12f5428d2ba868040f1d74c8c63509840,1485870064,225,0
ce4b1b6f0c1698e6185c987fd726f115a2cff31bf33330beb483d8da8cbedec6,1487340007,192,0
ec49d34f77724f533e13865fd55db7556638cee650881de6fcbcf9919931c3b9,1487363837,225,0
adab13d506213809effbadd789f3c3fe66f0051fdda8ff718f81415ad6085150,1487395201,668,0
d7bc2006a27f86df2d77b7fda773bb5b743f154cd18b74f47a8b9f3a94af3a23,1487412856,226,0
a9a8c775259d7936294a0d27d41a7bc3ae6e8c3739348a0c555f4327166a7f60,1487673645,1511,0
9c0aebdba33e731cfff598edcb912d11e487af24dcafc6c85ec7efb570cc3b9b,1487688425,225,0
39a6ab6652f0ce9e42c0071615fa39d1b58a683b03dbab1bf396a6e6469c99dd,1487831464,226,0
511a2ef0dcb937fe37cd8d89d7435b63ac75ef68ed0aa3ce6f1f45907d0480f9,1487847929,225,0
f591b4b8cd5f00c997a4a6e9f9722b5153859cd726f78b0a66f9ba49f0d3c001,1487851137,225,0
92d5b23624f99e48efcfc011c3a3f2008be612db9f8a904ad43b136090673916,1489081233,225,0
d55b52321e9751f7bcc50dd45005f8c7ae5921582a5aa4fcc49a2a15a9998769,1490262635,225,0
d0b82637df78f3386e85eb88db8d15f04b12a1dfde7e2b2614f1d17912109ab0,1475374400,226,0
3bf18716d7df826550f377774503d096c57e0ec7d40c4977cb429110585dfe69,1475409915,869,0
527fba2e2dde612deb77cbca2ceeea877d2119f071a33893062c1d541dd01602,1475647064,430,0
3382549e9beb5c167ea1d719ae671d85428542a9d6be456f3a77473b286c7e62,1475806934,362,0
a88ad22f795ba24772b974dbe06617e7c8b5e20777231479e269a82a421350a1,1476243047,225,0
9f2cdb5adf6dc65d56716066be1ad6d13264294b9d0f33b82f96ea4d05b6a128,1476244236,225,0
92845db42cbd86b5cc47699b6f4be06277c30d9d0cf5c7eb3d8a31252997f254,1476245228,225,0
ff877c08bac56b0c653131d11cf60c663c3d8aa478e788c147545a0938f19ede,1479006243,226,0
e19bf56882e7504ac7077b65d13156af5b2073fc726560a9c6b2d7bdf017ba4a,1479362887,225,0
86696ac6e92cafa2569a7ca6a16b3d1f995f71499d50c12dc4a95802deccb697,1472973708,437,0
8c90dd854ec88d534341304d9b8c1a2122d256a1e0cdbe050da07320be501db9,1473403118,1484,0
d1254bb6c6eef2fb51d65c19e821e25663c3f87c1f0e71e6feafad1f05baae49,1474891496,565,0
17169343ecfdac6f880488c3412bfcd49645ccee5d7892b926150fedd826cca5,1475029143,373,0
48db46630657f752040421dff39798dd1678d8a7f1f9f402e885ffc605af951f,1475824465,522,0
52cc65ae24dfb591c063f90faf8ff32ffc16dbb3dfed3d5aaf3c8b79e91d1fbf,1476598420,836,0
7ac7a1ea41f6da2f99553d5010cd007af360e03fcc71e167672b2f06a75870cc,1476709121,963,0
c901610c4e207983ee907fbe8be44902a065de203644d0abc6d96a39f4ac95c2,1476919135,520,0
526c56914f480ccace099e396b9265e45c284ff99056253d43fa73ede716c74e,1477124698,1218,0
c203c932ca5f07757446a1929b25862bcb402d2d2916b933729ddd2b66a8887d,1477363364,699,0
71a50f0aed405348744212266fbc54bbbcf010023f440f20257474eb4c01e858,1477498464,226,0
aecbbf0a701de8ed4baa062c34ba23e8db893fe5b1d4e620eda12bd67171bb3d,1477628596,226,0
41819dc541a810752706bce61c1456d2684bbdcc723bfcfc5823e4798794e015,1478066768,226,0
10bcff30d207880fba96af14192840ca68233eba1bb8448d0cb4a7d5809d43cc,1478188024,744,0
133a903c397363d812e4e5d2acf7dfb3ec9d17b79ae8ca05397287dc1b12f096,1478531616,872,0
513484ad85369d0ec740cea4b66c584a1ec52484863777157621681797132431,1478618977,372,0
10f7c3e179974b2e66e48f8199fb9175021d57ccd214362bf1e25e58ad42c887,1479169619,429,0
a7e795e78f15befa2fc156302debdc3c7a466c4389ca7f12dc1a68bd9f116065,1479355800,939,0
65cedc97c8ecf43056a00cb69a86e0c71809f1084a88f0e73ec3d656a9d51b6c,1479362124,531,0
cf0db98f01e11dbb204d137711cb0419adfcc57e6554d4eaa82c75cade98c6ff,1479450985,1280,0
110d938ffb4fa202f4541397ad1e67527d2ba360c653e61d9e96e2dd0465d1b2,1480012889,225,0
188bc8830e80c3b99a47d675380161a22e77d70e310a616a1d7e7ae15d144aed,1480057496,226,0
4ab032578c531f410ac8ff403b6d9c7f334fc1016155ea4e16362e7923a50ef1,1480434278,838,0
b981cc7584090f7bda675c6ccc6dd37a0f2093e6249e382d9ead11f6537f5414,1480609371,225,0
ee14210ab7896325e871745f659b8340e76a60897bfebafd936d1633d7d3570c,1481270738,372,0
3b3cbd765d72c3ee9f95a61b865625b58be6b0f22c628fc07ecfaa91172dd918,1481275499,226,0
5b91349953b34d4f1cbfe8faf8fbe04427edc6e11fb53f2999e6a6c60f4f216c,1481534925,669,0
0a7de198aed0d9d122c27d323dd2c9da1f747eb4a4686ac78b261bfec282b472,1481545419,949,0
27f7625393b6ee419ecc3c93d4ada9292c2a5f01a669cf6b2f64e0b614510451,1481640291,520,0
008b1a88d5d8bf956814cbc2cde988aa41ecc1c80167187cf97191250481a207,1481797551,373,0
10de46c7df5cb33d597476599439d32fdfd92cd9087143b629d7f37f0027cbf0,1482231994,225,0
6514637014ad9d1ce42100d9f5c8391c80799ac80bbec7df2a3779a1e67efaa4,1482239773,226,0
a0b4d82b725a0a1f21b98e51e242859b22e0aa55eeb364dd4132ffab5d18a592,1482246237,226,0
7f5dfda4f6843862e66253df941586aa928192c4728995814211973637240a64,1482250242,226,0
69e04b397a0991f5c659133980ad912a00c1dba37bd6f97b8bbe218f8b9fa56f,1482307917,226,0
1ff19365c81151c43e02b0fe54b8d98ccd9ba86c4eaa062e82c162eca06cf0f2,1482572931,225,0
48cc29b702e8d72ffb8c19e97a985bab4f257d38ff130e668789db629215410d,1483058000,226,0
8f6a295a453a06e3ec640553de4f9080a3c8f1d163b6bad8f75c18edf48fad2f,1483170812,734,0
407d224d9a2053f1fa6a07f22c885afca267692178dbde29bbbcefde543c9f90,1483351428,226,0
1b0debbdf1fcb6ae1da8c5feede843ec1521439ab14dd313b33a20ebde947d98,1483608603,1664,0
cb60d5ac66ae4354e970e432a876bbc16f20b074c105a00e08d75860535b7e12,1484226871,225,0
193323a41cb5da5087ccd8b8c2eaf8ae46558131083518d816eb1ac19faf494b,1484650513,226,0
408d8bf6365fac93b4e30b23587a6e06235e464aaa781b5f13e8318b0a4ed4c2,1485275805,226,0
e33cbdd70c4cef4cd8db5ea45e8789f5604e9fed634b78c3be918c3b00514670,1485841713,225,0
332556fa9540d520e6c746cfdcdef6cd9cfe2ecdffb5925da9c3f65ed9d220ba,1490704239,225,0
120c7b17e1d1d9ecaba64ed6682e64dc0b674e60b311ba0270fd22adcddaa4db,1491565430,1139,0
80d97e8b4c2f86322921614aa9716ad22d59bbd85599955cdc3662fcdeb999b9,1491567762,1201,0
b9e57efd606327bb81f556a9ad392ae5f72a43b92d1b541e5c8cf5225c2d1b1b,1498821070,374,0
70ff1f1464e340451125f0b6f8dd1f0614f1ff7fddc752de9c1aa176c1ea5c9d,1498971698,226,0
e35be89c38875203b5d9875de2d852081289b4b1f28d6483efc9214d54f361e2,1500389220,226,0
f170f88b401046fc3bbe7e74d4ecb0e31a040107cb00aa00c84ef13a604da508,1501671956,226,0
f6f9550fe060ed724fef3c321a4b5b5b011b7ed8b44481a49662f0e641ab2348,1502703237,521,0
22bbec2486867f57e475c8f9adc377ac472dfa50c6dc986fff94fd3feadb12c3,1505815387,225,0
632686d084ed313ac51f5a308bf155387babe431d59bcecdf2a30d00c5ad02b7,1505992941,521,0
4c6ea9fd824672fec71809758e54c4a4d87904befe64e7796f6116432f6c8dc0,1474910272,257,0
0209ed61234c09ecc5eb22755ca31d61ec331e255f3b8a6adfdcd7c32e28a9a1,1474931505,975,0
2640c558e8477b725bbc8dd90116668420b361b2b1344850057cc13297e5f340,1482778550,225,0
737ea9de8f72f547093ed8f567a74302b7778595b06bfdcc9382e5caa46cfff7,1484799463,225,0
525812cbc6d8ddef58502011ff2b3dd57a1b8f88ddff52da38ae2581150ef7a7,1486135550,226,0
78512dd7cad4d2b879ab37adbb4ecfa2d4376eb9d5c4d66b600104e523b8a93e,1486146473,226,0
b3312adc5d5c7355b7260fdbae4a22b665f2e2fd6e75a4811b0f6ab791221ec1,1486607430,404,0
e29ddb20a20356b9daa6560d8c499b6de768d829196465cb536b13dee39fd39e,1487106378,225,0
095685833ec68ad1fee6e86c1d310c9d39a291934dfee5bcdccc6513f09e5351,1487280994,225,0
c27b3f928baa216cbc95143ccaeb295f29b381ee4d1a5cb1a8003f4db8348d96,1468903745,374,0
a14ff8e22bffe044a9370632b40d9b10d8c80a8eed44bfaa28e76225d9df8e06,1478520977,936,0
025b801f95a1e928aac097de493f00e5ee365f0565324342e4372e7a69d4ecea,1478527158,1222,0
23198c96d1b2e778b0ace1552246529130836336be22c64da9374fb4b672fbbf,1478836571,1809,0
bd931dda960ea7f9dbe1cf075fff70f9d5ba2d07a5f01b76ce62d66683951f24,1478849913,833,0
6e1077f3635ef4b95edaaf0f8dbb44e6c04bcc138ba62c82dad8d62174e46e3d,1480276306,563,0
56d043fd797e6269ec7a9307500eff8ced35e9b2715980fad19a4b4d87a611a1,1480381754,372,0
84c88350063eecea114ab9c341809433f5ae604145e27f14c7d0cb36c9858e29,1480390406,764,0
5b237682d02cef94bf0b8e7c2308b2a0dfb0b34ca4d41686b4c92ff90d7bafb6,1480562836,634,0
6831aa7c06e39e60a63e380fbe5c0d5813d2c04a549dad66a120abaae7c37658,1480846862,225,0
a5a8eef79bdbb3470794f60d08da809015c152b967a6329c534a8b0b8140b05a,1480905503,226,0
5b9e0092f5092d15eb62b9424ef2b0354636f6db29005d77bde6b084717cbc0f,1481203890,374,0
94df7bf15ec356a8e58ec30fb6bb742c736fb6855ecc36f180b00164a7c93b77,1481245293,226,0
ae577337eb616dc0720a26b632149762a1eafd56481bed51057bfa64a33d2964,1481716038,225,0
58987aa0ef408a53942e4d503d7e5b9c42afa533931da9ef385782fdc5208d4c,1481841357,668,0
7235c86da43ca809fec1525ab7d95803df4291b332f97f168ad7502aa0f0515f,1481854448,633,0
54eaf8d03b1639e106b15916ea1900ac4c740a0140c7ab89bd681a5426c9bc1e,1483520036,257,0
705e6c6012d06c5e88571f1733996c52f8c408eb2c27222e51f16d2e77917bd7,1483597809,338,0
45d14dfb661d000e83971f4e869d4bb29f67ba36c831650d0ed3a89b976706ac,1483649056,403,0
f8e4ddccbdd42361bd8399a64229aae8d8ae668e4b45470e007e3ed053b3f564,1483650631,258,0
81a3e2350391ff0b02191d59df81ab23946047a05b662bcc7901db07f4c65466,1483668948,191,0
8e1d43cb7070e09e971733b7af6b048484234c402aeabf89390b30271073d665,1465127221,225,0
e29b56f2646b2fa04481dbe6d2f9293aa40346df4980aee79bedb03dd0b6d71f,1465135034,226,0
73926e4ed882eaef4349500870a0afa66cd27aee1eccb13b35f9fc3cdcb05370,1465209254,226,0
5f03537b198ad864ae6302db9c6c8829a92fc71a9038a965218eaffd972d31d9,1465210974,225,0
2ae3c1b19664a3077cbc0558e64912c69fab888687a99c280b3b07c109626c4d,1465299559,226,0
823eacb961de69181b822a700b290f2166b40ba29b25e19c7f3a6d90529b1182,1465384550,226,0
3a2fbe4981a5baf090d615ff4331d46cedeb6262a3ab0508664efcbda331a9a4,1465463243,225,0
5377a740f9ae30ff521e889f971f2d636d8af7806cbe592103ac20d01bf37012,1465562752,225,0
bee8984ce891997af60ef03afbccc5b44a5bcc3f6a25519e6e4b96f223732a50,1465653019,226,0
554653bd680b69a87e23c7c0f7087c34969e73e0ef8c8243cb110c394f5db796,1465729348,226,0
0916f0e3295f3ac994d6d192620e9208c297a4dea1389dac6c5b7e18aae6ac45,1465816719,226,0
da1c7d03b498e1ba4e5d472b89862b2f202e67d08ca442bafa524ce2df0f2af0,1465910368,225,0
a99703261a349fa9d0ea66bda35b154fcacd488d24b12fa0637720a4b90f7496,1466260583,225,0
a03befbf14e27a21373ca83f66a57a694fe38b2e3f5e5d63e428fb079965e2a6,1466433572,225,0
2476242094289de00f4e3c35112b9e5c97d35fe5a39e50ff72c8b7b7b329afa6,1466773740,225,0
22d40bb54c4915ab7a8b875a42c92ab0b9afffef042855d68384951fd1a79724,1466833851,226,0
6b082dcda86d40112b00f4f7aba76073972537c8e29a2218f1f312e84928466b,1467202644,225,0
229baa736946d257c86181dffac1d241e7ee8722d33abcabc64d2887743527f7,1467292002,226,0
2970c429c64c15351e2c56ecf34ad3ba5f1950a4fed082aabbf7adcd9917105b,1467292002,226,0
9537ff2dbfa0530e5cbed52956992549f2230f51d5834a457ae7c4e87c11538e,1468318563,225,0
e6621929448e641bcf81a6fee40462c40ac264b25e06375a5e3b65be772902f4,1469191162,225,0
ffc67f32f5eb4ec7979156095fb01b549deb735c5f8df03f5c24b7ec8856f597,1469524292,225,0
0aee89ae652b1aab91f0ed5c83035bc79e695cd4881eff90b4bbf7a3a4eb1c3d,1469606855,225,0
d0ba73f5a0df355efea156ab791e3ec01f8ef7b86b035adf8fd329172b1db54f,1469702828,226,0
6017f8e1a0aeeb73439fd6f495b81a1e2400a76a41c633636a30241251cba5c0,1469796313,226,0
8796696d2ec51a9715a3c153d45607363e9f4c9a371f63ad29934f1150ef359b,1469936422,520,0
9348d1d52e40d02415d24e3e24e08d35195f3c18327eff2993c7a08474f59fbb,1470312756,226,0
5c3677079b26e053bf63d2c23f48fa6b46401a712a8681c5c7941be6146dba9d,1470645664,226,0
627b90b4cab4ef6c2647b3362314bdb5b3fe9a1df0b14e4fdb8cdbc31c4d129c,1472386352,372,0
e565f4502dc1f838e31c4be22a95170a0ca8c20a657b1be9bc484a2b24ced8a3,1472478770,225,0
8257e3e9949eb9cb5654ac9528c932f08f4ec6a1aa0eb5e0548551fc1ede9ba0,1472557194,225,0
1e46b4296c7c9b01035011d8df291f3a339629b9ea9e6a494ab99f6468f5912d,1472636180,225,0
2ffecc07ef8f48df9eed21cfed59c87fb746b525bcf4f5201fb455293862f320,1472867297,226,0
7e0fac63d840fa4b108588487c1817a10a4f57b72f74e6112ba2e7fc6f4e719f,1472897664,225,0
3d3e1480f0d046e958ae77697b1aae8e219f9e514810df07167637a9dc48013b,1472898548,226,0
b03da3d9208462fe8729f759671661fb16e359a03d10146d39418805a393059c,1472909994,226,0
081f3ad07a4ad903acc4cdc3fc879fc888ac21c2a19667ff9a0519361916a915,1473483000,226,0
e45cd5b4f2c27cd8a4cad2eae9474e3c21af7489eade5957c4aa2023873a5920,1473547916,372,0
49c43e4ee42fb15d42dd32d78367e3f7957f6d6202479f3a811ba03797c677fa,1473678045,226,0
08235be2f992d929c99a30a5be2ec4c8bd78e3c17f22ab5b4e19054785f08304,1473942671,226,0
55c4e2d10ba8a8b253c48cfa72513942be3c50e67b3d1d2a7c6118aaab1b27c1,1473966007,226,0
06ef6b7e93274a7379ca4ea7fe0a719bf99fe238b045c3cdba9df081fc27fef6,1474119318,373,0
eb89c7840858a67a2c4b274bfcb05c7e4d839e6cf786e404b12f5229ac3396ea,1474352780,226,0
63fae47349a0b81fc07fda69c528c451eb46aa887d66b6a2775389d2322f386e,1474458759,226,0
fa8021a5d4fa4ba87587512658f2c97ae4c94f66e8ebff5e5c65e7d2583038ca,1474636675,224,0
d7409e2b5840b6ade19434f364ff529fc4d2370c3d3329aa08d560782528f242,1474807676,226,0
ec519278b24c92202d19d4bfdeeae3e1a34dac7c228b09203053613bef143f69,1474983158,226,0
bd447dee42a99af256e86396486b802b71d8e947f1d243ae320520d395113eae,1475908705,372,0
de3e3485349ac3060c540fad4da301cb5bb96e79f168511242ed24c2308afd60,1475995255,520,0
d5bdd19cb9cf8818b3169a2056e645e9acfaefbf4d93969a3514a4899767747d,1476150565,372,0
9773836863484ff0662680ea073223afaa779d8de1b425b6201df8245ec01364,1476190090,226,0
a14c704047e5b95e650ab32180ba221fe2814272d7d8a082f71ad400fe0fb701,1476232080,611,0
8709f2a4ae85245d9a0cff05559582f2fede2c234130ec626727270c52ab91e4,1476351912,225,0
c536db80446250141281c034fb4e989c3989bef78a02b4f3615f88e24122785b,1476404200,226,0
ebabd165d3a836f0730953bd09053ecb1d8e6f80a9f1d53a568d7b1be49f4b2a,1476442200,225,0
5c77f3db3dc2ff0d179e3a8d0237e135e839415d1284600e0ee4c63d9107b090,1476495651,226,0
dcd74c531226f3175217f7bb501bbfb486205d47b9fe08434a8893c1bf4af1a1,1476682221,335,0
2c5364c05856f4246b0f69e4136422a708278cdd2546b922219f6e108a8647be,1476692768,2144,0
4a5ecc48ecf722ae449047056070253377ff100ec3b34f32e29897b464f657a0,1476776454,853,0
09e805f611ddbc9361edb0e7a1fac045a93b60296980e9a1392612f9c25f5d07,1476776454,335,0
03977ee88cc705ff4da676de4613474308cb69c17991f2cd332796fb85c899de,1477364095,335,0
b0fe045c1644d1cfc4d5464cd22492e297eab68f0a989da0082ffbc7802b4acd,1477365327,336,0
a445d3f61aa530fb7b9332546c42296d36715cdcec388c5489bf3e003c0492f8,1478047024,335,0
75e7e9d4787ef74e5ebd1bb4932a38c4b3c7655808c354a57fd9a042d7323a5d,1478163685,226,0
03bb3aa65e7288ff6a53bac49ac04f75854bd7153cc135529c00039bab57449e,1478653101,592,0
0d172e12c08ac8d11bbaab4b05b9b2d5969104c0819664d1b79757198accee23,1478668439,260,0
c6be4be8b6f8044d16b2ae517ff0811ba1a92e2761079e88a48d10885fa767f8,1478830176,665,0
9dead8ada10064a778956aacbdea3674ac0022e27cacf28854692c800733bbb1,1479422425,395,0
2e7261523910583c5c3e888ecdf67d8c4b2f943532d3ce58661177c1b8e48675,1479769177,666,0
2b3a794eab90b14666a893b955face0652a36f081319eeb5f9712df9550f69a3,1479875172,564,0
75fc5b95a6104c3d549738a0b7bd455d794798e27bb46310af1dc36fcefd571f,1479954517,733,0
