CryptoLocker – Addresses and number of ransoms paid
Malware address Ransoms Malware address Ransoms
112m9a5AEfytQ6bkUaeHwqbxF3fQDk5Nau 1 1147GrWQh7yW91kV65QP8BhFiGQQKuW3n5 1
125FCpENaKRu95psPP8gETM9u2EmvfAhF2 1 125vS1drhzddwkCAZfrMUjxMBU8xJ7Be9v 1
128ApausYAG5hCiRjzY5sKnaLAU7YSavC3 1 129U88iERn5dpjm2gdeaJBQWA87zeiULY2 1
12BgnXUZdWJDqytqN8mEH1Q73bnNhXWMzC 1 12EEdNrva2FgqMHv33Maj8mNXXgWRy17Lq 1
12FnQgEWdqkKcRRM3TzW31SagyDBR776xf 1 12Lk5fHNJiR1YVR7aEHyF69fXqSnFcJUxb 1
12PXDTJFV84AWLoCiFNcd2Vd6wmukZWEDu 1 12QdTVrr9PodpSnP6uoFcJmudUVR6DNFBj 1
12Z71WcLDC6pLQiyWATU2xx91455PeE3ki 1 12bQ3XUrzSB2UMcTmnGm9c8exvAg2idQnZ 1
12cZEAGkTCnHmvgKP4GK1jXq36WrUkDiMh 1 12dvJyX6pzPxNvTi9u11RpDARHXsCjuy75 1
12i8GBDDLx93AnCdsGQTdN46EcDAz39vXa 1 12k4mMYpaX6vgNFzL7qnFhsvy9BmHMUn1J 1
12xkY3XezVZUsetYYxutJSUUSLQ2byyRBJ 1 12yzWvwsqkW6bAUY4pN2mrUmQo6hRjXujb 1
12zK22ydWiUWLVcG3DXZsX8crFMv82R9u6 1 12zWkbSTuKKe2mKgKJrrmZ5hm2xCDZJsQC 1
137tDrDAoh24crTwNqTcAa3HanFVupE2dB 1 13AyV4JmR1Fd78ebbR3GHoayybq2Jz2Hzt 1
13CEztgGeTyAQRkusnSQbigPDJZjm4nmLX 1 13LDpTY8c74hBvxiSEJKaMQg8zmzYJ74rS 1
13LihD38jd8Tsmr6YZLAqFMSDWHebXe88N 1 13MjaSU6vKCNgWLB9dVi2gZ4LNeAUSokMr 1
13N36rkC9Pbei3Z2fyNYvLd8wJwMxdXji8 1 13PBA8pCYJTKWTVSzG1kcVfKhJ2cKQPKhu 1
13PEGJ2aNK1z4gcXFxLkTZas4Gvq7JBeEr 1 13QfgCjpBd6vWwjf4NPa6B8DejnjozYhCQ 1
13RZBcRRFWoee6mMxBjB6NuB4PU6U9ZQay 1 13S4DGMrq2FNeMCR6w3TQwVGGDN641kMTK 1
13Tb67ue2X9zSb6ngopgp27DL6gV4YUPZ6 1 13ĻBrrwbFLTyL2J7Vnh5QoM5jBJAB1quT 1
13Z9opdJAckCnLuTJ17wkWvUBbwbmeuPdG 1 13Zim8VJZTxYM8zrDH9DnjMt1hmkJR4ozn 1
13envUEGi1d2PdErDVu8Wym7jcDh1YwgqK 1 13o3SLKPZkpphJGa5jcLBe4WrpMPJbrG4s 1
13oEMXkrxQ7bzHhNNp9i2qW8ngEibt34w2 1 13oy8a8Ytfwue3oAR3nBG796nFNyKnmhMg 1
13yhUDumXgcaoSe49GUjwCPYbrcibEhCx6 1 13zgH2V2LBdg4hC6nemhUc6VAj2HYa1FZb 1
144eFKYQJ2hUL9hJ9v9S25X453Cbtpvej1 1 147Tc5r6aKtVED4okDsNNwwjxgJsn8hdVY 1
148reLTULy9wsZyWihcTnFUkuHt3zqvyop 1 149DHg7KuLX5132CELLcf1zJ1tAi68mFNo 1
14AX3nqeZFaet3MbKtFWcQVCT3yJAT6pzC 1 14FMhAYUJ5CSTTTLGNZpZUWfrA4dgkakeG 1
14FQo3JR4zFg3PxX36F74SY4Vm47JFuiAw 1 14GkLnmsjpsDUY7UJvPFy5BG1cUPLpiTCR 1
14H4ZyQVM39jCJHyPaYtJ1uay45PuzxyHS 1 14UNup9ys1w5HCC3zEj7nynF7aSFCJiyNQ 1
14UWPLULEXvtUz8Pc46AJTCLmFpg7FS9LN 1 14uW4eDNRPUZW5MzE3Cbbsn7DkzBSTs36x 1
14ujLQwtnQjnxyp7KtyHKhj8dsgoBkTwcb 1 14y9mdPgoHKW4jAGniWiKJa1dHsKoMHnr9 1
153RFdk3UJ1pZqd4hBVeguiPxphEfoujyG 1 153cHXriWAhXDLPA1LFQkNHSd9bgvC6uPC 1
1544c47YAMaHtgqmNmy86hPjJrmEaXxvdC 1 1548XtfEVgbKjkzbB3KeZUcmf8vyWWZcae 1
154CfE38JJdkGK7jB7iDAXPFRGVmCSZLCb 1 154qPm6MuTnRV4PhByXJ9LgRpqS36uCp6u 1
156TYT5AoaQPipxnnDUaxn2z3pE2fq6cKj 1 1592QxvdaHbFuAoiXaR7BBnmKrGtwLNVBU 1
15A33N6NYFZXxB7xhhDZ83i2ATXoczBMKL 1 15DfUDxkPQqgssX4BxH9yFdeUxY21jHVkc 1
15GPKoAvNjsK6Fzb1VmF6bxL8MmYcwUJas 1 15K9L7WU9Jj6acZBaiWD7xrvLp7W2GPW8Q 1
15LVzgJ27r8utkvVh3eu11YQ61s9TvWQib 1 15SMH5YbWuixjghZ5AubhWDkRFNfLLkS9Z 1
15WofwrSiXYdNzGfFnXVnBcWr84oZ6snZM 1 15XVKc4MPNxeHmdfWjX5nVFdT2X9hhuxfL 1
15dv1zNWJEa6t7dcSXGa9JDCUPFYNeGo6G 1 15fmyr8ikViLvCPTFiETYECSecMcS5n6iC 1
15kXk9a3LbtECeMHpWE2AqTvPcu9VTaTFp 1 15mVHMoEvoZJErNFiMeFg3XxiQVYodR1nX 1
15rkjyqBoKWTjbQSb12jCxAyBEYHm515GK 1 166mBzgXRmkpnM6tXcrA65hYbVZSeaefyh 1
168bWbZF6VcQnVm1wBoeKWKPyhy771W6dx 1 16DaCws8kKiEU9f2JG8nERtkjcC2M4vL2f 1
16FRagCmyGWFU1SokUkmZr7J14meuVFDTq 1 16FpnuQU4ocS8MwYBcWFZUkZ5dkWubX1rw 1
16JNaKgyMpQr8sa1aXF6dV4qNZHwnqEuaX 1 16LVKAnvfKgujUBU1PYSisoi33YDeA141d 1
16PDrs2uZncAcW95uo9bCiKqR6wc2kWpun 1 16XfNSRrUuLy198aFX3F13shEoRPzNcKdY 1
16XyoG3yB2SvWXFdQ2fy17sytCmf2RBk1b 1 16YH8udBjRPMLGiuWrAfGDAHMTQeVX6bm2 1
16Zaif2w3W7JHktZqvgrnNk7up2kFi914E 1 16aGi4L4navwgK3nyGzkFuXbSu3HYPtJHL 1
16c1UiYKg72aL5Y2wopkuWgMC8rSHhgWZr 1 16iLGNLtrjd9AvcwbFD71DcGGgFŀNsE52 1
16ipgazJoarfEmi4M2AbmTYzvXFKbsmXSw 1 16kPwnKPzVhZFynr7PVNooapx14o6btrsx 1
16mxyjFfFtQxUR7tnUCfdbqkHCkhv95AFc 1 16pUk3m2G4SpdMpAM6EVxzvkM5sveZoSRa 1
16pWYY5LnZZnZQd6cy2bJkGzic2WudBKMc 1 16s43YRrCgyapfvTa5EFGqky4SFN5HuvT2 1
16uYjskZ5e85aZfrbYVM9fthDTrhTW9GbV 1 16vamx4rLn2RgfN27Tz5hG9P5yK9ykHPoT 1
16vo4KisPbHmmNXq3ekAdtMDC1oKBxsxwT 1 16y6pGWVqbmJxN4ADT9PAqoUctWz2WbmuL 1
16zenZ1MCjchhEN9v1cJ3wz7yMqvCZftbx 1 172fBq95Vw5qzR6TpNQDCjuj6Q3EiCPw7V 1
1753EdFCW4TfWeamrnHqRrsZQLjwYpSAPP 1 177WMAF64w4qcJdwcUftVyrnfkjxgfgXEo 1
179dwoQeeDyiK8fdR14Efm7rNGm14bZcfW 1 17ETFGL4BE9Ļ2tYSJhJ1kRq5XbU1HMpMK 1
17HsiiF9q5hzQLP31stAigDSrRBGqj7uXz 1 17Lx64PZ7uEV3owFgPTAUA8tcA8Quhi4zf 1
17TQ7i9VNTztScrwsLnmaumByNG19NJDRk 1 17TgFQqurkG1ze4aHzjW9mXjekywvPoHk5 1
17TmrfBEWgXhW3DC9iWw7sobsD8rUb6TMS 1 17bwvNVUFpja3XuDwRkKAm2B1ucpwsEuXm 1
17fK93pKA6eAmqBB4vefWyi1AXyjTYr5ZY 1 17kEVhBMqJB67sYCJTJ4A3qfyB1MNL87MC 1
17mdKEAqspuuvtS6kcZZft7JBjscAQLjrL 1 17n1uri4Eh9uLQ1XWpjed1EjUrNkYTc7eB 1
17ntYg99aNqjVu4HEKxZHvp7doWXY5iHa9 1 17qvywrovR7K1WGszK4dQ1wmH4FpkiXukT 1
17s9JXeEu2cd88veHAhXujfa7Tv5ACuDCk 1 17sZVnnwPD5HD4TBArm9m7vfRvTWoTio9P 1
17ssaL5PDbsZswVaKNou4pGEkwP1ZeEjs7 1 17uKQvPzWeFyzoufuJzfxSVUm3yvo2ddTD 1
17w9bMf2DEcDUbpfVFodb34LpJShHdCTRv 1 17xhPSYVFhRrsxWmX1pizKHmutCRHD33g6 1
185QPodi3zaSVtBjEGAALKT2sdycWxrByv 1 187Fwi9MGJ4N31hcY6YNK8L152C755HmqU 1
188Kxr3eVBZmDdrz91ShepRYApGKQSv112 1 189Pa4SgJpBaEuW1YhLqQXDgLvfqhwjUdz 1
18Aos3Rx72XdfZVRo6TmYGHYvkjGYRFy4H 1 18GMEYE468HGTcEr5Nj2v8uC8Fiv5MNZGJ 1
18GZDbcEWxEVxcF3u8VjEsE3b3axoxJc5c 1 18Gky623e9qNW7HYcGCxFzyFPd1acxL2Kd 1
18H4tdfhEMgPug98pY6UDFTFMxTzqnUhhQ 1 18KoxE5QjASmtQoanJa2AFphtjqWvYJabx 1
18Mfsc5RVbzij1kew5HFg5nxdkDLd6knNp 1 18SghQmtGjDaUre3yyhsfBajeMrEDAkEtJ 1
18TzEwoQy8JhU3m8fufXwĻEqNet9j8Yc4 1 18Ug2QUiEKqZTtFjpR6iui5oRP8Q4SkG4q 1
18Xi4fRqeCE9DcBx7h8Xcs3EpWZH9aZW5R 1 18eFXVT8goCQPAvvTEzSJab5QB5pDdDLNx 1
18kuzUqjNYeqsbmL1NP7W4ud1qX4HaEFrM 1 18mK2prjL1zWtBkoyUjykARqk3LV7QCvT8 1
18mWpTuUPiZXu8MxRzwNfKv57DQDfJ9azK 1 18n9FuaEWLFUuaLvQNKavfwgeZrkJZKvnR 1
18rnmeXojU69KvoFkUgKb6gEfQUdKtdfBX 1 18rqSx5LMf7PYvxw8QTKgJWUV4LLsRxQxV 1
18tmXu82Lqqwxw6F9JMJiTHV4VJTMSy3W6 1 18upRKhpRr2GMtUW8cR6dWMNJEvzQXbQKc 1
18w41e49sSx3eSzm26L6iZ3rL9BAvzsF2u 1 18zzMtaprqzSBuaFFxod73LZMz3Xspm2NX 1
193N9bw37LRjs26NmCSN8vERN76MnbNU2Z 1 193tqzCaEGbUDw114QwZYoLJvEoB3Ao5K8 1
195phaUWwSq6CEiL8avFs89FjktWbnAUq4 1 19AQZM7A7pe3CK9mcDNSzfMTe4PACC61Hj 1
19Cx9zXJhfDoFsLpL5iyCMaXfCD8FAVcGQ 1 19GTqXwKmMW5FKDuLh7ŁLyahq1Y2YPNmc 1
19GiP1bC5qYmyoxqBmeHcFoAdRgyk1C37K 1 19LHsVsHVbgtevDenVb2CNTDPM5hjxsBqU 1
19LwEWuBDqaHHG3sCmmoXqfUi7E4v8S8Kj 1 19VhcDf42YBY8dqZ83Vc8pMkqAnFKbxgGn 1
19Wem2PzT7BVyLYPxzcwULigX7ZotRoZa1 1 19X6YnufnD7zsb9GPPmseeEHmGY6ti5qzt 1
19XH5t4odCnzGKU8f2LWiA3uwHVJ7PM9L1 1 19bG2WrYwpx7WjJ9o6PcKKdRUsqPXiktqA 1
19fYob7vM6ZZb8e3cCnZXAjpPiWbPHjkDR 1 19k3qpwke9NkxKoW2VExEa1ZvfqYrqGgL1 1
19kSg47CibsBZPwABbTRQN6B8porvaaWze 1 19sUq7btf49S4gMBKES4NUa5ez8dZqX84N 1
19uRAxstbHYb7t7vAJssBBGUErXanBWXnt 1 1A2VrTUtBHg4ZA7mEv3YEEBNhfVgZmsdsN 1
1A2uNTrqFsFrw5Y6jJRM7ZvLeZFqEgsif7 1 1A5aX3m2C8wGsCUACNV8SkFaRcQYwtR9nn 1
1AA95tE15G3dxr2cNS3GETQhgWznkx27M2 1 1AAVK3SŀxjWHYDNckZjdnqbzq4NXmTJvE 1
1AEhRR23Pg2tzWFPSjxNW52T2DDnbRpMGT 1 1AFiCbx7HVarBgFBP5xH8BdwNJKTRk3mvr 1
1AFzuCXcfP495mxm68h5eKBcJPt6LVaP5N 1 1AHKr7uEemLay1AfSMaMtjMiPBUvUL9EJU 1
1ALzUKGxniXVkcdoBERpNre19257QH3R8R 1 1ANWQe9DjfEWHdTQgJko2aQQRQA82wkVMN 1
1AQGdK9vXfvP8jN1k1bG9hGk9Dfy9gfHxP 1 1ARTideV24Y8yHKfB5APPoabRffeuqdKhh 1
1AU4Bdf13bCkc2fTkyAQc4zA25kuJQbu8H 1 1AXNQvRxpLXLF2z3WrrREq3LHgdbpsAm38 1
1AbDYTEujWiKVJqW9GiAHXAC4ZLDcm8pmm 1 1AdeHsocAtHwk47rc4xP4L7bGGXtpTMEY9 1
1AfnpkhYunFmZWb7tw2vwgc3DB99CU9HzM 1 1Ai8sfxU2E99WiCdwHodRXBjA8rvtiBfLF 1
1AjyaNqbDDgaScv9MTbE1m5qn3PCbyBQNc 1 1AoCbTTV6YS4trS1Q27vgZDNVpY9R63iZr 1
1AoNBYpVUy5Me6kN7ufwaLBaFBgpGW9EgL 1 1AoU2rZrCfADR3jyKKX4roksTBnXWoGe3X 1
1AurvfaFxLQT6PifsWriVXG5A2you6XM8V 1 1AyBaDLN3rgHKTcXh5jceqUNNSCwrjWJ7 1
1Azj2voL5AnDnGeND6DxjUVtv5MUNLkcok 1 1B58CmceR7A9zSCtzgGp5EHy1cVT8Kg3TM 1
1BBAoHPsTwHRTDWWyZGKoshw6FfSpEiyr2 1 1BC8qqHZgoBWXVasLXwHpKH8Ucuf2iZteG 1
1BF8JATdy7sB1v8XEyWH3paRnfEQKgUvZd 1 1BFguNQ3CWURg8TTqkiowF9dWbh4dgcqo4 1
1BLbSqTjmw7STJQkVBtp2yrvAi7q64jh3E 1 1BPJSfJxCKYv7UN4n8UgoDYVi95don4TnD 1
1BQqNrGCeMK6uFfQ4PrQ3bXZqzaYbpDy76 1 1BU1Q7d9bQomi3cmXHnbS3Hwn6z1ASWZnV 1
1BXx8VfTQm7FvbdtrKjHecJLDpUSoqXSre 1 1BcxSeU1ghEa2S5MCLRSbzUTEbiFkP7Tfg 1
1BgBX4AHDDyCNaHFUFdgn9HpUUbC4uNGuf 1 1BhyNjRFU1Ywa6LFREPNetexsJyArcoA2p 1
1Bi2JWqZgZuVGgWT998v5WA9hX8zR3RKwi 1 1Bj1EPeKa5mYoxqkH3zxX2kgDqgWC1B5RC 1
1Bkq2Fu1VZCG9c9hgTahV6yAkC4Rmm8ypG 1 1Bp8Fya4qwBqLpzRCKaFQEdv4uui9raFĻ 1
1BtkJL7ytaw31naTwCCbe9Yabv471SucHL 1 1BtpgJP35v9QwgEtPcKvVLs6Sc2bMD5UpA 1
1BwknQgBUPGXbc7GnPrscdyoYqHieZvEAk 1 1Byox5Rh3nU4kfhQNEh7812QQDsGdBqd86 1
1C3Puofum8qAHuXnLYEfdirxok5uzdW47Z 1 1C4DD4Uzast5jLALkc22vy8TVccjbeRMkt 1
1CB5MFBw8hNLq7fnBAnYMXmCYwv8AYCpnv 1 1CBtKExFSKoePhBHuuEkSfr7f6R8qYJ4ik 1
1CCuc7hReEDzPM8hbVRnKMtMncTD117yWt 1 1CKbDAqne5Y5NZkYG9uXoEoFxxwfL5f192 1
1CLMS4zKMkY7NymUKZYC3LcjMw8DPqXhBU 1 1CLmaVbZkWjJcB9fq7r12VDg8QLwAGD74o 1
1CNEZs5akS2K9WhtzrBf5vKrzh8BjwNQ8 1 1CTKANq2He45bRz7o9kTLX8sVATgq5Jc59 1
1CTM19Ri6f47VqqD5JA8L2v6tytttHejqq 1 1CUmxJKZA5wvguQcx4S4Wg4PDdkJyoL3za 1
1CcYTGyWVmoL9XX7UB4BxCFjkMucWLxjDR 1 1CfUh3wVMyEebCUuUYAVfXZpcwXwF3ohAL 1
1CkwD26HPNaDBwUjQK6ZPmfpmWH1aiDHUa 1 1CmANXHMweSdJ7z6QGQvoskTMTByNQZXaU 1
1CnLpveGjnL3T1a9h2N7ekZLQM9odjuxDr 1 1ComcQszPh95J8ppMzcR2cNik9CzHnxvfu 1
1CpnX11iY6vxveFJFKVUN23dBvZsHvqFwQ 1 1CsJoXHnkKrBhVhkf5W4jsGWrQF8Kt8hR7 1
1CtFWbp44gvmejR93rbjjBNGogsb1vdN8R 1 1CuMuLRpEAddm5mhpz4BfGsqp1a6Tr5KYt 1
1CuYHGqGAaKUr71NtEC3FS7fXqWePpHbKZ 1 1CwLs4RTyXQLv1csF6vD5FpHGxvmMqTqQa 1
1CxHPQfAbzMbXLvrewzyJS1d2j1qQ3Man3 1 1D2sdtMYc59rAV8L5J7BvEuZ6imeo1g4yt 1
1D5NxztvrVSsBA5Yc9RCZJWQYJ5MgC7N8z 1 1DA1aQfTd1eLuTWUGnNNjjC93MERUwR2Px 1
1DAeUa9K2unQzQP1zaGeuQbewV8spScf3r 1 1DBSRad2zK8nCRB6u2ĻKHL1oa9JadinWi 1
1DCyZLjUbSCdWpqJqhx1pQhcPpz8CSA41T 1 1DEiAbvToEZDSvsvwzTdGz6BJ6gc9Wv2PB 1
1DK2ynSdxAtgVucmDqKfz511YqskJ9qrq6 1 1DQi15kCBtSYEdGqCH5F1DTZDvpj6x1W9y 1
1DRJgE1hGUC2ZezyZz78gpD9gwKPaiAcKV 1 1DRpf2opHAxzCagFmyYHDAFCSaAM3KnGm9 1
1DS9WQvcY6suYHpsNejLqEuwkdanXSBeiz 1 1DW18Pt3qUXmojN3BjcnXkvb3TZAHKxUvZ 1
1DX4wWS6TsTS7QEBxhRDBigwUtbUUAip4i 1 1DXFJ9L8i8YTQomQnF9s7mmFwsBQ2UtDwy 1
1Dbo8TdBobq5m7GTHNNBDFZLA8Xz6isu81 1 1DjLXiqJr3JSJDuELpa2GS1qtwYjfca9TD 1
1Dnyz1TqkEWGZdowH1KjdaRGQXrUWeG9Xy 1 1DoPqR7mTyeaDfox6FzRE9Wer1c4XFq1rS 1
1Dp9xaJ7vgpma9iyp9Xg4XDHZpX1qnW8RP 1 1Dsbehicbb8WmQiwMF6RMZqSh2LhrwRq82 1
1DsjoUo82Sr169usUW1yqUjnReŅJzLfF 1 1DtpRU49A2obVy3EHn5fAAkJrMhaLxgres 1
1DukvSVnaeGxYArhJcCVNbXZgxFjdJzNUx 1 1DvLkA7iv5BVbiSXLkT141UjYZew8xP1J1 1
1E1irkn2czGfQecRMzmfPbWYPBiPSA4FM8 1 1E4SCH63xACNgZT6uAgAzymxx4EUepDAns 1
1E4ZaMnkE2XAcyuFMiMKZ8xpRCUTd55SDe 1 1EBevRx4iG9DeLiCEQJd3xiVLvnFfEYLvx 1
1ECtyMAbqHhsmyWqvPVE6cbPjNDUgwh7f2 1 1EDhbqWc1u8HEQn9SRzx4dK2CC4RTubcEW 1
1EEVmrKkLP7LmBVrrX9YAP3JwKVh31Covx 1 1EHjcjsP17zPNHMWT9tAZ5X39AZUTVGwEQ 1
1EKdXWq2RZqPKyfgY2FhzVsNGhkJB3aScJ 1 1ELnQAjKDJwHR89G9C831PAPMKmFFD86eY 1
1EMthmmEwNp91CdZUycgLEMjyE2yTWLQEN 1 1EXxb9eZX1JBiMmPLgH65cmgdpTgqLGj4P 1
1EcDmPADMU6Kwo5cGopmxhEhim7FcJiHNC 1 1EduaxWEENNjJu19Pz2wiZ2VAdstH7KsVX 1
1Ee6kAYWizdFG7bxiHY8W3NsgbCceU91U7 1 1Ein8owaqQWMXWrFW1SCUs5oQftQZGD2BA 1
1EjoQZ5Rzoc3ZiJcP2doHxDh3NyZpGdhx5 1 1EoQAfpDVHAgbkNqAh4odyuaiyAo3csU5X 1
1EyNoagZyGi9G4ntcgyT3rZa2vy3qyTpVn 1 1EzoppkGf1MTB6U3NsaypS2Dq916EuTzn6 1
1F1maĻkZaAhLjftMEhQjWKHXmTVN2q9Vb 1 1F4VDvqfJuBZqdmzyagMhhZSoqYLJSfWmb 1
1F5USwafW7bbgzPU7xcnaV7FJztBgGLzt7 1 1F9BSt82UM8e89Aebrwic1eCMPCoGGEJxM 1
1F9W8EmdJsQ67FygDAFxcKtefQqYCbyivN 1 1FE32xcN5mPetyPqAcJSzSjgVeL84jEkWP 1
1FGerUGAAgh3K1ZHcSLypggQn5y8fN3QKw 1 1FJ5ka9LhzYXtnWxR2Eg5Vz3J68dqRVfnf 1
1FLPXHbaBvWX7cjBQ9wFFm4HP7WJgNUoV8 1 1FWMMeLcSEowNZQqihvtNUA3QnMXTWdjkA 1
1FXuyMgajuYWJHYNgY43bhMFjw8vprBUTD 1 1FdWKDQg6Zqh4s6Zc89hyAbRBAeNRUwiAz 1
1Fe5bXZdDyfQwJsfqGNTZn5b9SLd7etatT 1 1FeXvY7QRKXJxCgTRgtvnDUWy7bpQCpgP1 1
1FfpF7bcUNghqvWJfV8D7yeSwYMxKAgLSi 1 1Fo5MU4CLnXnEhSSPgbP4J7B9ZDsa7NDuU 1
1Fpg89LmrdWvCtkTZF4eTccCdoCrSqniGh 1 1FpnnbNyRYULiCqUWTBnpb2r9ke834EjLZ 1
1FsXUXcdNNPMc8ahdQAwe1EF28ehkoZtND 1 1Fu4ZtjsiwoWWkrzFKeLcLzMCoWb7h8iXf 1
1FuSaQCKCP9FzvTToUXzJVfkBHvksTtmP5 1 1FuuuGyjsq3h1QFDSJnQv5QrdsZ1BUtk17 1
1G78aJr3UJSJCa9Kvo6UgR256mMZ2BC2xe 1 1G83cC32bsj7EoqTcW7w5gyZGVdztqAD75 1
1G9s21qsoiMMp8xYXBRiDdiXH654pSgzsP 1 1GABxutuqRpC2vLwTaQ8s7TNPWSBVVLsP5 1
1GARaX1nng9n8SboqvAgABj7UG4tGoCRD8 1 1GDhTJf2NYNvs7Cf3zFhGtvp8PFArC4UnV 1
1GET3HUUucNJbynop4V3YXDsXNw1gW2jKB 1 1GGJk8DjqMSQSiGbtfJiYv8d63pq1m63Mb 1
1GQweUgXZAtzbgrTYCBveUmtmL9d8VTiRn 1 1GTxj5VvnMDqHvGTdzyxSP2n2cGQBELZ6c 1
1GY2zSQN33EUdSx5GYosFFNoz5XmiaKun4 1 1GecZMfEtpWgEZaWXyGyehmuzXKCW9DhGL 1
1GfYHVDVvb2g6a3mK1xDTPB3CLiZ8Gs6Jz 1 1GmwPizjg7a6LTdpr9mAYqDxxGEZ6Łau 1
1GovQ81qq8JyBAzcqK8T6CSUxpHf7BuFF8 1 1GrRWvrybiUvec2Y47zACSJv7CvWCvfJUW 1
1GwRMGzPdKmaLmwB2Gy8mm6YFAMvjrDnBs 1 1H2rvLTArfMTNsWK7U4tNqvN9V5K5cDZaF 1
1H7EtDRApoKHjJwiv5HyzDZPKEZLTis2bM 1 1HASDyP1vzmh5Va7vdE9bJtKAs7RLnPhq1 1
1HEYE618LxL37EFSW1WKUoWkNMhPo2Hd3V 1 1HL71LjsvspbhhKhWUyAV9XHt37s3zoy33 1
1HNVA4DQj3e31SxQwcYqUQJdKEaU7h3MYM 1 1HNiqcy59y3toikWoECd73XP8DJxGJ2sxU 1
1HRPSGM8ahM4mFYGZVTXw4Gg7AXcw5BitC 1 1HSEc6g4YNdUZmMsEwYMyZELVdo6JvqsPi 1
1HXEb9sDcGmLR29bMbTeFnvHPdeSrKZBsu 1 1HYsM31uGzShVJzkAbVbCTwyCRNzk7xAcG 1
1HZFJBtpPXmpxi8v4iSrWRydkPfP77QvBT 1 1HZHtdkkrCgTpXzNah1s825SedX1zFj7C8 1
